"","V1","V2"
"1575","Laniarius_ferrugineus",1
"1576","Laniarius_aethiopicus",1
"1577","Laniarius_bicolor",1
"1578","Laniarius_luehderi",0
"1579","Laniarius_ruficeps",0
"1580","Laniarius_atroflavus",0
"1581","Laniarius_mufumbiri",1
"1582","Laniarius_barbarus",0
"1583","Laniarius_erythrogaster",1
"1584","Pityriasis_gymnocephala",1
"1585","Lanioturdus_torquatus",0
"1586","Platysteira_blissetti",0
"1587","Platysteira_chalybea",0
"1588","Platysteira_concreta",0
"1589","Platysteira_cyanea",0
"1590","Platysteira_albifrons",0
"1591","Platysteira_laticincta",0
"1592","Platysteira_peltata",0
"1593","Platysteira_tonsa",0
"1594","Platysteira_castanea",1
"1595","Batis_perkeo",0
"1596","Batis_molitor",0
"1597","Batis_soror",0
"1598","Batis_occulta",0
"1599","Batis_pririt",0
"1600","Batis_ituriensis",0
"1601","Batis_orientalis",0
"1602","Batis_fratrum",0
"1603","Batis_minor",0
"1604","Batis_capensis",1
"1605","Batis_senegalensis",0
"1606","Batis_mixta",0
"1607","Batis_minulla",0
"1608","Batis_minima",0
"1609","Batis_diops",0
"1610","Batis_crypta",0
"1611","Batis_margaritae",0
"1612","Bias_musicus",0
"1613","Megabyas_flammulatus",0
"1614","Hemipus_hirundinaceus",0
"1615","Tephrodornis_pondicerianus",1
"1616","Tephrodornis_gularis",1
"1617","Hemipus_picatus",0
"1618","Prionops_gabela",0
"1619","Prionops_scopifrons",1
"1620","Prionops_retzii",0
"1621","Prionops_plumatus",1
"1622","Prionops_caniceps",1
"1623","Prionops_alberti",0
"1624","Prionops_rufiventris",1
"1625","Philentoma_velata",0
"1626","Philentoma_pyrhoptera",0
"1627","Artamella_viridis",1
"1628","Leptopterus_chabert",1
"1629","Falculea_palliata",0
"1630","Oriolia_bernieri",0
"1631","Vanga_curvirostris",0
"1632","Newtonia_fanovanae",0
"1633","Newtonia_archboldi",0
"1634","Newtonia_amphichroa",0
"1635","Newtonia_brunneicauda",0
"1636","Hypositta_corallirostris",0
"1637","Cyanolanius_madagascarinus",1
"1638","Calicalicus_madagascariensis",0
"1639","Calicalicus_rufocarpalis",0
"1640","Pseudobias_wardi",0
"1641","Euryceros_prevostii",0
"1642","Schetba_rufa",0
"1643","Xenopirostris_damii",0
"1644","Xenopirostris_polleni",0
"1645","Xenopirostris_xenopirostris",0
"1646","Mystacornis_crossleyi",0
"1647","Tylas_eduardi",0
"1648","Aegithina_tiphia",0
"1649","Aegithina_viridissima",0
"1650","Aegithina_nigrolutea",0
"1651","Machaerirhynchus_nigripectus",0
"1652","Machaerirhynchus_flaviventer",0
"1653","Cracticus_quoyi",1
"1654","Cracticus_torquatus",1
"1655","Cracticus_cassicus",1
"1656","Gymnorhina_tibicen",0
"1657","Cracticus_nigrogularis",1
"1658","Cracticus_mentalis",0
"1659","Strepera_graculina",1
"1660","Strepera_versicolor",1
"1661","Strepera_fuliginosa",1
"1662","Artamus_mentalis",0
"1663","Artamus_cyanopterus",1
"1664","Artamus_leucorynchus",0
"1665","Artamus_monachus",0
"1666","Artamus_insignis",0
"1667","Artamus_minor",0
"1668","Artamus_cinereus",0
"1669","Artamus_personatus",0
"1670","Artamus_fuscus",0
"1671","Artamus_superciliosus",0
"1672","Artamus_maximus",0
"1673","Peltops_blainvillii",0
"1674","Peltops_montanus",0
"1675","Rhagologus_leucostigma",1
"1676","Aleadryas_rufinucha",1
"1677","Pitohui_cristatus",0
"1678","Oreoica_gutturalis",0
"1679","Eurocephalus_anguitimens",1
"1680","Eurocephalus_rueppelli",1
"1681","Platylophus_galericulatus",0
"1682","Lanius_validirostris",0
"1683","Lanius_souzae",0
"1684","Lanius_excubitoroides",0
"1685","Lanius_nubicus",0
"1686","Lanius_collaris",0
"1687","Urolestes_melanoleucus",1
"1688","Lanius_mackinnoni",0
"1689","Lanius_tigrinus",0
"1690","Lanius_schach",0
"1691","Lanius_bucephalus",0
"1692","Lanius_cristatus",0
"1693","Lanius_tephronotus",0
"1694","Lanius_isabellinus",0
"1695","Lanius_collurio",1
"1696","Lanius_collurioides",0
"1697","Lanius_gubernator",0
"1698","Lanius_minor",0
"1699","Lanius_senator",0
"1700","Corvinella_corvina",0
"1701","Lanius_vittatus",0
"1702","Lanius_meridionalis",0
"1703","Lanius_somalicus",0
"1704","Lanius_excubitor",1
"1705","Lanius_sphenocercus",0
"1706","Lanius_ludovicianus",0
"1707","Lanius_dorsalis",0
"1708","Lanius_cabanisi",1
"1709","Lanius_newtoni",0
"1710","Pyrrhocorax_pyrrhocorax",1
"1711","Pyrrhocorax_graculus",1
"1712","Dendrocitta_vagabunda",1
"1713","Dendrocitta_leucogastra",1
"1714","Dendrocitta_frontalis",1
"1715","Dendrocitta_formosae",1
"1716","Crypsirina_temia",1
"1717","Crypsirina_cucullata",0
"1718","Temnurus_temnurus",0
"1719","Platysmurus_leucopterus",1
"1720","Urocissa_ornata",1
"1721","Urocissa_flavirostris",1
"1722","Urocissa_whiteheadi",1
"1723","Urocissa_caerulea",1
"1724","Urocissa_erythrorhyncha",1
"1725","Cissa_chinensis",0
"1726","Cissa_hypoleuca",0
"1727","Cissa_thalassina",0
"1728","Perisoreus_internigrans",1
"1729","Perisoreus_infaustus",1
"1730","Perisoreus_canadensis",1
"1731","Cyanopica_cyanus",1
"1732","Cyanocitta_cristata",0
"1733","Cyanocitta_stelleri",0
"1734","Gymnorhinus_cyanocephalus",0
"1735","Aphelocoma_coerulescens",1
"1736","Aphelocoma_californica",1
"1737","Aphelocoma_ultramarina",1
"1738","Aphelocoma_unicolor",1
"1739","Cyanocorax_yncas",1
"1740","Cyanocorax_melanocyaneus",1
"1741","Cyanocorax_beecheii",1
"1742","Cyanocorax_sanblasianus",1
"1743","Cyanocorax_yucatanicus",1
"1744","Cyanocorax_cayanus",1
"1745","Cyanocorax_chrysops",1
"1746","Cyanocorax_cyanopogon",1
"1747","Cyanocorax_affinis",1
"1748","Cyanocorax_dickeyi",1
"1749","Cyanocorax_mystacalis",0
"1750","Calocitta_formosa",1
"1751","Calocitta_colliei",1
"1752","Cyanocorax_caeruleus",1
"1753","Cyanocorax_morio",1
"1754","Cyanocorax_cyanomelas",1
"1755","Cyanocorax_cristatellus",1
"1756","Cyanocorax_violaceus",1
"1757","Cyanolyca_argentigula",1
"1758","Cyanolyca_pumilo",0
"1759","Cyanolyca_nana",0
"1760","Cyanolyca_mirabilis",0
"1761","Cyanolyca_cucullata",1
"1762","Garrulus_lidthi",1
"1763","Garrulus_lanceolatus",1
"1764","Garrulus_glandarius",1
"1765","Pica_hudsonia",0
"1766","Pica_nuttalli",1
"1767","Pica_pica",1
"1768","Zavattariornis_stresemanni",0
"1769","Nucifraga_columbiana",0
"1770","Nucifraga_caryocatactes",0
"1771","Corvus_fuscicapillus",1
"1772","Corvus_capensis",1
"1773","Corvus_tristis",1
"1774","Corvus_moneduloides",1
"1775","Corvus_dauuricus",0
"1776","Corvus_enca",1
"1777","Corvus_monedula",1
"1778","Corvus_florensis",1
"1779","Corvus_rhipidurus",1
"1780","Corvus_torquatus",0
"1781","Corvus_ossifragus",1
"1782","Corvus_palmarum",1
"1783","Corvus_frugilegus",0
"1784","Corvus_validus",1
"1785","Corvus_albicollis",1
"1786","Corvus_corax",1
"1787","Corvus_cryptoleucus",1
"1788","Corvus_tasmanicus",1
"1789","Corvus_typicus",1
"1790","Corvus_albus",1
"1791","Corvus_edithae",0
"1792","Corvus_ruficollis",1
"1793","Corvus_brachyrhynchos",1
"1794","Corvus_caurinus",1
"1795","Corvus_mellori",1
"1796","Corvus_unicolor",0
"1797","Corvus_corone",0
"1798","Corvus_crassirostris",1
"1799","Corvus_woodfordi",1
"1800","Corvus_hawaiiensis",1
"1801","Corvus_meeki",1
"1802","Corvus_bennetti",1
"1803","Corvus_leucognaphalus",1
"1804","Corvus_jamaicensis",1
"1805","Corvus_nasicus",1
"1806","Corvus_orru",1
"1807","Corvus_coronoides",1
"1808","Corvus_kubaryi",1
"1809","Corvus_sinaloae",1
"1810","Corvus_macrorhynchos",1
"1811","Corvus_splendens",0
"1812","Ptilostomus_afer",1
"1813","Podoces_panderi",0
"1814","Podoces_biddulphi",0
"1815","Podoces_pleskei",0
"1816","Podoces_hendersoni",0
"1817","Rhipidura_superciliaris",0
"1818","Rhipidura_cyaniceps",0
"1819","Rhipidura_nigrocinnamomea",0
"1820","Rhipidura_albolimbata",0
"1821","Rhipidura_phoenicura",0
"1822","Rhipidura_opistherythra",0
"1823","Rhipidura_hyperythra",0
"1824","Rhipidura_phasiana",0
"1825","Rhipidura_fuliginosa",0
"1826","Rhipidura_rennelliana",0
"1827","Rhipidura_kubaryi",0
"1828","Rhipidura_lepida",0
"1829","Rhipidura_matthiae",0
"1830","Rhipidura_tenebrosa",0
"1831","Rhipidura_verreauxi",0
"1832","Rhipidura_malaitae",0
"1833","Rhipidura_rufidorsa",0
"1834","Rhipidura_brachyrhyncha",0
"1835","Rhipidura_dahli",0
"1836","Rhipidura_rufifrons",0
"1837","Rhipidura_nebulosa",0
"1838","Rhipidura_teysmanni",0
"1839","Rhipidura_perlata",0
"1840","Rhipidura_fuscorufa",0
"1841","Rhipidura_dedemi",0
"1842","Rhipidura_rufiventris",0
"1843","Rhipidura_cockerelli",0
"1844","Rhipidura_personata",0
"1845","Rhipidura_leucothorax",0
"1846","Rhipidura_threnothorax",0
"1847","Rhipidura_leucophrys",0
"1848","Rhipidura_euryura",0
"1849","Rhipidura_maculipectus",0
"1850","Rhipidura_superflua",0
"1851","Rhipidura_javanica",0
"1852","Rhipidura_drownei",0
"1853","Rhipidura_aureola",0
"1854","Rhipidura_albicollis",0
"1855","Rhipidura_diluta",0
"1856","Rhipidura_semirubra",0
"1857","Rhipidura_atra",0
"1858","Lamprolia_victoriae",0
"1859","Chaetorhynchus_papuensis",0
"1860","Struthidea_cinerea",0
"1861","Corcorax_melanorhamphos",0
"1862","Manucodia_keraudrenii",1
"1863","Manucodia_ater",1
"1864","Manucodia_comrii",1
"1865","Manucodia_chalybatus",1
"1866","Manucodia_jobiensis",1
"1867","Lycocorax_pyrrhopterus",1
"1868","Parotia_wahnesi",1
"1869","Parotia_sefilata",1
"1870","Parotia_lawesii",1
"1871","Parotia_carolae",1
"1872","Pteridophora_alberti",1
"1873","Ptiloris_victoriae",1
"1874","Ptiloris_paradiseus",1
"1875","Ptiloris_magnificus",1
"1876","Ptiloris_intercedens",1
"1877","Lophorina_superba",1
"1878","Semioptera_wallacii",1
"1879","Cicinnurus_regius",1
"1880","Cicinnurus_respublica",1
"1881","Cicinnurus_magnificus",1
"1882","Paradisaea_rudolphi",1
"1883","Paradisaea_guilielmi",1
"1884","Paradisaea_rubra",1
"1885","Paradisaea_minor",1
"1886","Paradisaea_apoda",1
"1887","Paradisaea_raggiana",1
"1888","Paradisaea_decora",1
"1889","Epimachus_meyeri",1
"1890","Epimachus_fastuosus",1
"1891","Paradigalla_carunculata",1
"1892","Paradigalla_brevicauda",1
"1893","Astrapia_rothschildi",1
"1894","Astrapia_stephaniae",1
"1895","Astrapia_mayeri",1
"1896","Astrapia_nigra",1
"1897","Astrapia_splendidissima",1
"1898","Epimachus_albertisi",1
"1899","Epimachus_bruijnii",1
"1900","Seleucidis_melanoleucus",1
"1901","Grallina_bruijni",0
"1902","Grallina_cyanoleuca",0
"1903","Arses_kaupi",0
"1904","Arses_telescophthalmus",0
"1905","Arses_insularis",0
"1906","Myiagra_inquieta",0
"1907","Myiagra_albiventris",0
"1908","Myiagra_vanikorensis",1
"1909","Myiagra_galeata",0
"1910","Myiagra_atra",0
"1911","Myiagra_pluto",0
"1912","Myiagra_ferrocyanea",0
"1913","Myiagra_cervinicauda",0
"1914","Myiagra_caledonica",0
"1915","Myiagra_rubecula",0
"1916","Myiagra_cyanoleuca",0
"1917","Myiagra_erythrops",0
"1918","Myiagra_ruficollis",0
"1919","Myiagra_oceanica",0
"1920","Myiagra_hebetior",0
"1921","Myiagra_alecto",1
"1922","Monarcha_takatsukasae",0
"1923","Eutrichomyias_rowleyi",0
"1924","Monarcha_pileatus",0
"1925","Monarcha_castaneiventris",0
"1926","Monarcha_richardsii",0
"1927","Monarcha_leucurus",0
"1928","Monarcha_boanensis",0
"1929","Monarcha_melanopsis",0
"1930","Monarcha_frater",0
"1931","Monarcha_cinerascens",0
"1932","Metabolus_rugensis",0
"1933","Monarcha_loricatus",0
"1934","Monarcha_castus",0
"1935","Pomarea_whitneyi",0
"1936","Pomarea_iphis",0
"1937","Pomarea_mendozae",0
"1938","Pomarea_nigra",0
"1939","Pomarea_dimidiata",0
"1940","Chasiempis_sandwichensis",0
"1941","Mayrornis_schistaceus",0
"1942","Mayrornis_versicolor",0
"1943","Mayrornis_lessoni",1
"1944","Clytorhynchus_nigrogularis",0
"1945","Clytorhynchus_sanctaecrucis",0
"1946","Clytorhynchus_pachycephaloides",1
"1947","Clytorhynchus_vitiensis",0
"1948","Neolalage_banksiana",0
"1949","Monarcha_everetti",0
"1950","Monarcha_leucotis",0
"1951","Monarcha_chrysomela",0
"1952","Monarcha_sacerdotum",0
"1953","Monarcha_mundus",0
"1954","Monarcha_barbatus",0
"1955","Monarcha_browni",0
"1956","Monarcha_trivirgatus",0
"1957","Monarcha_guttula",0
"1958","Monarcha_manadensis",0
"1959","Monarcha_axillaris",0
"1960","Monarcha_rubiensis",0
"1961","Monarcha_verticalis",0
"1962","Monarcha_viduus",0
"1963","Monarcha_menckei",0
"1964","Terpsiphone_cinnamomea",0
"1965","Terpsiphone_corvina",0
"1966","Terpsiphone_mutata",0
"1967","Terpsiphone_atrochalybeia",0
"1968","Terpsiphone_viridis",1
"1969","Terpsiphone_atrocaudata",0
"1970","Terpsiphone_rufiventer",1
"1971","Terpsiphone_paradisi",0
"1972","Terpsiphone_bourbonnensis",0
"1973","Terpsiphone_cyanescens",0
"1974","Terpsiphone_bedfordi",0
"1975","Terpsiphone_rufocinerea",0
"1976","Terpsiphone_smithii",0
"1977","Hypothymis_azurea",0
"1978","Hypothymis_coelestis",0
"1979","Trochocercus_cyanomelas",0
"1980","Trochocercus_nitens",0
"1981","Melampitta_lugubris",1
"1982","Ifrita_kowaldi",1
"1983","Dicrurus_ludwigii",0
"1984","Dicrurus_atripennis",0
"1985","Dicrurus_sumatranus",0
"1986","Dicrurus_andamanensis",0
"1987","Dicrurus_leucophaeus",0
"1988","Dicrurus_caerulescens",0
"1989","Dicrurus_modestus",0
"1990","Dicrurus_fuscipennis",1
"1991","Dicrurus_waldenii",0
"1992","Dicrurus_forficatus",1
"1993","Dicrurus_aldabranus",0
"1994","Dicrurus_macrocercus",0
"1995","Dicrurus_adsimilis",0
"1996","Dicrurus_bracteatus",1
"1997","Dicrurus_densus",0
"1998","Dicrurus_megarhynchus",0
"1999","Dicrurus_montanus",0
"2000","Dicrurus_balicassius",0
"2001","Dicrurus_hottentottus",0
"2002","Dicrurus_paradiseus",1
"2003","Dicrurus_annectans",0
"2004","Dicrurus_remifer",0
"2005","Dicrurus_aeneus",0
"2006","Oriolus_mellianus",1
"2007","Oriolus_szalayi",1
"2008","Oriolus_flavocinctus",1
"2009","Oriolus_sagittatus",1
"2010","Oriolus_forsteni",1
"2011","Oriolus_phaeochromus",1
"2012","Oriolus_xanthonotus",1
"2013","Oriolus_isabellae",1
"2014","Oriolus_traillii",1
"2015","Oriolus_hosii",1
"2016","Oriolus_chlorocephalus",1
"2017","Oriolus_brachyrhynchus",1
"2018","Oriolus_tenuirostris",1
"2019","Oriolus_percivali",1
"2020","Oriolus_nigripennis",1
"2021","Oriolus_monacha",1
"2022","Oriolus_larvatus",1
"2023","Oriolus_crassirostris",1
"2024","Oriolus_oriolus",1
"2025","Oriolus_chinensis",1
"2026","Oriolus_auratus",1
"2027","Oriolus_xanthornus",1
"2028","Sphecotheres_vieilloti",1
"2029","Sphecotheres_viridis",1
"2030","Pitohui_kirhocephalus",1
"2031","Pitohui_dichrous",1
"2032","Oreocharis_arfaki",1
"2033","Paramythia_montium",1
"2034","Vireolanius_pulchellus",1
"2035","Vireolanius_leucotis",0
"2036","Vireolanius_melitophrys",1
"2037","Cyclarhis_gujanensis",1
"2038","Cyclarhis_nigrirostris",0
"2039","Erpornis_zantholeuca",1
"2040","Vireo_olivaceus",1
"2041","Vireo_flavoviridis",1
"2042","Vireo_gracilirostris",1
"2043","Vireo_altiloquus",1
"2044","Vireo_masteri",0
"2045","Vireo_leucophrys",0
"2046","Vireo_gilvus",0
"2047","Vireo_gundlachii",1
"2048","Vireo_philadelphicus",1
"2049","Vireo_modestus",1
"2050","Vireo_crassirostris",1
"2051","Vireo_atricapilla",0
"2052","Vireo_bellii",0
"2053","Vireo_latimeri",1
"2054","Vireo_griseus",0
"2055","Vireo_carmioli",1
"2056","Vireo_vicinior",0
"2057","Vireo_osburni",1
"2058","Vireo_pallens",1
"2059","Vireo_magister",1
"2060","Vireo_caribaeus",1
"2061","Vireo_huttoni",1
"2062","Vireo_flavifrons",1
"2063","Vireo_plumbeus",1
"2064","Vireo_cassinii",0
"2065","Vireo_solitarius",1
"2066","Vireo_nanus",1
"2067","Hylophilus_thoracicus",1
"2068","Hylophilus_brunneiceps",0
"2069","Hylophilus_flavipes",0
"2070","Hylophilus_ochraceiceps",1
"2071","Hylophilus_poicilotis",1
"2072","Hylophilus_aurantiifrons",0
"2073","Hylophilus_semicinereus",0
"2074","Hylophilus_muscicapinus",0
"2075","Hylophilus_pectoralis",1
"2076","Hylophilus_amaurocephalus",1
"2077","Hylophilus_decurtatus",0
"2078","Hylophilus_hypoxanthus",0
"2079","Pteruthius_aenobarbus",1
"2080","Pteruthius_melanotis",0
"2081","Pteruthius_xanthochlorus",1
"2082","Pteruthius_rufiventer",0
"2083","Pitohui_nigrescens",1
"2084","Pachycephala_schlegelii",0
"2085","Pachycephala_melanura",0
"2086","Pachycephala_pectoralis",1
"2087","Pachycephala_simplex",0
"2088","Pachycephala_hyperythra",0
"2089","Pachycephala_phaionota",0
"2090","Colluricincla_tenebrosa",0
"2091","Pachycephala_arctitorquis",0
"2092","Pachycephala_griseonota",0
"2093","Pachycephala_rufiventris",1
"2094","Pachycephala_lanioides",0
"2095","Pachycephala_orpheus",0
"2096","Pachycephala_implicata",1
"2097","Pachycephala_hypoxantha",0
"2098","Pachycephala_sulfuriventer",0
"2099","Pachycephala_rufogularis",1
"2100","Pachycephala_grisola",0
"2101","Pachycephala_albiventris",0
"2102","Pachycephala_philippinensis",0
"2103","Pachycephala_monacha",0
"2104","Pachycephala_leucogastra",0
"2105","Pachycephala_modesta",1
"2106","Pachycephala_lorentzi",0
"2107","Pachycephala_homeyeri",0
"2108","Pachycephala_aurea",0
"2109","Pachycephala_flavifrons",0
"2110","Pachycephala_soror",0
"2111","Pachycephala_caledonica",0
"2112","Pachycephala_nudigula",0
"2113","Colluricincla_sanghirensis",0
"2114","Pachycephala_olivacea",1
"2115","Pachycephala_jacquinoti",1
"2116","Pachycephala_inornata",1
"2117","Coracornis_raveni",0
"2118","Colluricincla_megarhyncha",1
"2119","Colluricincla_boweri",0
"2120","Colluricincla_harmonica",1
"2121","Colluricincla_woodwardi",0
"2122","Pitohui_incertus",1
"2123","Pitohui_ferrugineus",1
"2124","Pachycare_flavogriseum",0
"2125","Daphoenositta_chrysoptera",0
"2126","Daphoenositta_miranda",0
"2127","Picathartes_oreas",1
"2128","Picathartes_gymnocephalus",0
"2129","Chaetops_frenatus",0
"2130","Chaetops_aurantius",0
"2131","Eupetes_macrocerus",0
"2132","Pachycephalopsis_poliosoma",0
"2133","Pachycephalopsis_hattamensis",0
"2134","Petroica_archboldi",0
"2135","Petroica_bivittata",0
"2136","Petroica_goodenovii",0
"2137","Petroica_multicolor",0
"2138","Petroica_phoenicea",0
"2139","Petroica_rosea",0
"2140","Petroica_rodinogaster",0
"2141","Petroica_australis",1
"2142","Petroica_traversi",0
"2143","Petroica_macrocephala",1
"2144","Eugerygone_rubra",0
"2145","Amalocichla_sclateriana",0
"2146","Amalocichla_incerta",0
"2147","Microeca_griseoceps",0
"2148","Microeca_flavovirescens",0
"2149","Microeca_papuana",0
"2150","Microeca_fascinans",0
"2151","Microeca_flavigaster",0
"2152","Microeca_hemixantha",0
"2153","Heteromyias_albispecularis",0
"2154","Eopsaltria_griseogularis",0
"2155","Eopsaltria_australis",0
"2156","Eopsaltria_georgiana",0
"2157","Tregellasia_capito",0
"2158","Tregellasia_leucops",0
"2159","Peneothello_bimaculata",0
"2160","Peneothello_cryptoleuca",0
"2161","Peneothello_cyanus",0
"2162","Peneothello_sigillatus",1
"2163","Melanodryas_cucullata",0
"2164","Melanodryas_vittata",0
"2165","Eopsaltria_pulverulenta",0
"2166","Eopsaltria_flaviventris",0
"2167","Monachella_muelleriana",0
"2168","Drymodes_superciliaris",0
"2169","Drymodes_brunneopygia",0
"2170","Poecilodryas_brachyura",0
"2171","Poecilodryas_cerviniventris",0
"2172","Poecilodryas_placens",0
"2173","Poecilodryas_hypoleuca",0
"2174","Poecilodryas_superciliosa",0
"2175","Poecilodryas_albonotata",0
"2176","Culicicapa_helianthea",0
"2177","Culicicapa_ceylonensis",0
"2178","Cephalopyrus_flammiceps",0
"2179","Elminia_longicauda",0
"2180","Elminia_albicauda",0
"2181","Elminia_albiventris",0
"2182","Elminia_albonotata",0
"2183","Elminia_nigromitrata",0
"2184","Stenostira_scita",0
"2185","Chelidorhynx_hypoxantha",0
"2186","Anthoscopus_parvulus",0
"2187","Anthoscopus_musculus",0
"2188","Anthoscopus_flavifrons",1
"2189","Anthoscopus_minutus",1
"2190","Anthoscopus_caroli",1
"2191","Anthoscopus_punctifrons",0
"2192","Remiz_macronyx",0
"2193","Remiz_consobrinus",0
"2194","Remiz_pendulinus",0
"2195","Remiz_coronatus",0
"2196","Auriparus_flaviceps",1
"2197","Pseudopodoces_humilis",0
"2198","Sylviparus_modestus",0
"2199","Melanochlora_sultanea",1
"2200","Parus_caeruleus",1
"2201","Parus_cyanus",1
"2202","Parus_cristatus",1
"2203","Parus_carpi",0
"2204","Parus_dichrous",0
"2205","Baeolophus_wollweberi",0
"2206","Baeolophus_ridgwayi",1
"2207","Baeolophus_inornatus",1
"2208","Baeolophus_bicolor",0
"2209","Baeolophus_atricristatus",1
"2210","Parus_amabilis",1
"2211","Parus_venustulus",0
"2212","Parus_elegans",1
"2213","Parus_cinerascens",1
"2214","Parus_ater",0
"2215","Parus_rubidiventris",0
"2216","Parus_rufonuchalis",1
"2217","Parus_carolinensis",0
"2218","Parus_leuconotus",0
"2219","Parus_thruppi",0
"2220","Parus_atricapillus",1
"2221","Parus_gambeli",1
"2222","Parus_rufescens",1
"2223","Parus_hudsonicus",1
"2224","Parus_cinctus",0
"2225","Parus_hypermelaenus",1
"2226","Parus_leucomelas",1
"2227","Parus_montanus",1
"2228","Parus_davidi",0
"2229","Parus_fringillinus",1
"2230","Parus_varius",1
"2231","Parus_superciliosus",0
"2232","Parus_lugubris",0
"2233","Parus_semilarvatus",0
"2234","Parus_rufiventris",0
"2235","Parus_albiventris",0
"2236","Parus_niger",1
"2237","Parus_griseiventris",0
"2238","Parus_funereus",1
"2239","Parus_fasciiventer",0
"2240","Parus_major",1
"2241","Parus_palustris",1
"2242","Parus_monticolus",1
"2243","Parus_afer",1
"2244","Parus_holsti",1
"2245","Parus_spilonotus",1
"2246","Parus_xanthogenys",1
"2247","Nicator_gularis",0
"2248","Nicator_chloris",1
"2249","Nicator_vireo",0
"2250","Panurus_biarmicus",0
"2251","Alaemon_hamertoni",0
"2252","Alaemon_alaudipes",0
"2253","Pseudalaemon_fremantlii",0
"2254","Certhilauda_albescens",1
"2255","Certhilauda_burra",1
"2256","Certhilauda_subcoronata",1
"2257","Certhilauda_curvirostris",0
"2258","Certhilauda_semitorquata",0
"2259","Certhilauda_chuana",1
"2260","Ammomanes_deserti",0
"2261","Ammomanes_grayi",0
"2262","Certhilauda_erythrochlamys",0
"2263","Heteromirafra_ruddi",0
"2264","Chersomanes_albofasciata",0
"2265","Mirafra_gilletti",0
"2266","Mirafra_sabota",0
"2267","Mirafra_angolensis",0
"2268","Mirafra_hova",0
"2269","Mirafra_cheniana",0
"2270","Mirafra_africanoides",0
"2271","Mirafra_rufa",0
"2272","Mirafra_rufocinnamomea",0
"2273","Mirafra_assamica",0
"2274","Mirafra_williamsi",0
"2275","Mirafra_cantillans",0
"2276","Mirafra_affinis",0
"2277","Mirafra_cordofanica",0
"2278","Mirafra_albicauda",0
"2279","Mirafra_poecilosterna",0
"2280","Mirafra_africana",0
"2281","Mirafra_hypermetra",0
"2282","Mirafra_erythroptera",0
"2283","Mirafra_apiata",0
"2284","Mirafra_collaris",0
"2285","Mirafra_pulpa",0
"2286","Mirafra_javanica",0
"2287","Mirafra_passerina",0
"2288","Mirafra_alopex",0
"2289","Chersophilus_duponti",0
"2290","Calandrella_rufescens",1
"2291","Calandrella_raytal",0
"2292","Calandrella_acutirostris",0
"2293","Calandrella_brachydactyla",0
"2294","Calandrella_cinerea",0
"2295","Eremalauda_starki",0
"2296","Eremalauda_dunni",0
"2297","Spizocorys_personata",0
"2298","Spizocorys_fringillaris",0
"2299","Spizocorys_conirostris",0
"2300","Spizocorys_sclateri",0
"2301","Alauda_razae",0
"2302","Alauda_arvensis",0
"2303","Alauda_gulgula",0
"2304","Galerida_deva",0
"2305","Galerida_magnirostris",0
"2306","Galerida_malabarica",0
"2307","Galerida_cristata",0
"2308","Galerida_modesta",0
"2309","Galerida_theklae",0
"2310","Lullula_arborea",0
"2311","Melanocorypha_maxima",0
"2312","Melanocorypha_calandra",0
"2313","Melanocorypha_leucoptera",0
"2314","Melanocorypha_yeltoniensis",0
"2315","Melanocorypha_mongolica",0
"2316","Melanocorypha_bimaculata",0
"2317","Eremophila_bilopha",1
"2318","Eremophila_alpestris",0
"2319","Pinarocorys_nigricans",0
"2320","Pinarocorys_erythropygia",0
"2321","Rhamphocoris_clotbey",1
"2322","Eremopterix_leucopareia",0
"2323","Eremopterix_griseus",0
"2324","Eremopterix_signatus",0
"2325","Eremopterix_australis",1
"2326","Eremopterix_nigriceps",0
"2327","Eremopterix_leucotis",0
"2328","Eremopterix_verticalis",0
"2329","Ammomanes_cinctura",0
"2330","Ammomanes_phoenicura",0
"2331","Psalidoprocne_albiceps",0
"2332","Psalidoprocne_pristoptera",0
"2333","Psalidoprocne_obscura",0
"2334","Psalidoprocne_nitens",0
"2335","Pseudhirundo_griseopyga",0
"2336","Cheramoeca_leucosterna",0
"2337","Pygochelidon_cyanoleuca",0
"2338","Atticora_melanoleuca",0
"2339","Alopochelidon_fucata",0
"2340","Haplochelidon_andecola",0
"2341","Notiochelidon_murina",0
"2342","Atticora_fasciata",0
"2343","Neochelidon_tibialis",0
"2344","Stelgidopteryx_ruficollis",0
"2345","Stelgidopteryx_serripennis",0
"2346","Progne_subis",0
"2347","Progne_dominicensis",0
"2348","Progne_cryptoleuca",0
"2349","Progne_elegans",0
"2350","Progne_modesta",0
"2351","Progne_chalybea",0
"2352","Progne_tapera",0
"2353","Riparia_paludicola",0
"2354","Riparia_riparia",0
"2355","Tachycineta_euchrysea",0
"2356","Tachycineta_cyaneoviridis",0
"2357","Tachycineta_thalassina",0
"2358","Tachycineta_bicolor",1
"2359","Tachycineta_leucorrhoa",0
"2360","Tachycineta_meyeni",0
"2361","Tachycineta_stolzmanni",0
"2362","Tachycineta_albiventer",0
"2363","Tachycineta_albilinea",0
"2364","Riparia_cincta",0
"2365","Phedina_brazzae",0
"2366","Phedina_borbonica",0
"2367","Delichon_nipalense",0
"2368","Delichon_dasypus",0
"2369","Delichon_urbicum",0
"2370","Hirundo_rufigula",0
"2371","Hirundo_preussi",0
"2372","Petrochelidon_fulva",0
