"","V1","V2"
"796","Terenura_sicki",0
"797","Sittasomus_griseicapillus",0
"798","Deconychura_stictolaema",0
"799","Deconychura_longicauda",0
"800","Dendrocincla_homochroa",0
"801","Dendrocincla_anabatina",0
"802","Dendrocincla_fuliginosa",0
"803","Dendrocincla_merula",0
"804","Dendrocincla_turdina",0
"805","Xiphorhynchus_elegans",0
"806","Xiphorhynchus_spixii",0
"807","Xiphorhynchus_pardalotus",0
"808","Xiphorhynchus_fuscus",0
"809","Xiphorhynchus_lachrymosus",0
"810","Xiphorhynchus_flavigaster",0
"811","Xiphorhynchus_guttatus",0
"812","Xiphorhynchus_susurrans",0
"813","Xiphorhynchus_obsoletus",0
"814","Campylorhamphus_pusillus",0
"815","Campylorhamphus_procurvoides",0
"816","Campylorhamphus_trochilirostris",0
"817","Campylorhamphus_falcularius",0
"818","Drymornis_bridgesii",0
"819","Campylorhamphus_pucherani",0
"820","Lepidocolaptes_falcinellus",0
"821","Lepidocolaptes_squamatus",0
"822","Lepidocolaptes_albolineatus",0
"823","Lepidocolaptes_angustirostris",0
"824","Lepidocolaptes_souleyetii",1
"825","Lepidocolaptes_leucogaster",0
"826","Lepidocolaptes_lacrymiger",0
"827","Dendroplex_picus",0
"828","Xiphocolaptes_falcirostris",0
"829","Xiphocolaptes_major",0
"830","Hylexetastes_stresemanni",0
"831","Hylexetastes_perrotii",0
"832","Dendrocolaptes_platyrostris",0
"833","Dendrexetastes_rufigula",1
"834","Glyphorynchus_spirurus",0
"835","Xenops_tenuirostris",0
"836","Xenops_rutilans",0
"837","Xenops_minutus",0
"838","Hyloctistes_subulatus",0
"839","Hyloctistes_virgatus",0
"840","Automolus_ochrolaemus",0
"841","Automolus_leucophthalmus",0
"842","Automolus_melanopezus",0
"843","Automolus_rufipileatus",0
"844","Cichlocolaptes_leucophrus",0
"845","Thripadectes_virgaticeps",0
"846","Thripadectes_flammulatus",0
"847","Thripadectes_scrutator",0
"848","Thripadectes_rufobrunneus",0
"849","Thripadectes_holostictus",0
"850","Thripadectes_melanorhynchus",0
"851","Thripadectes_ignobilis",0
"852","Hylocryptus_erythrocephalus",0
"853","Hylocryptus_rectirostris",0
"854","Automolus_rubiginosus",0
"855","Heliobletus_contaminatus",0
"856","Philydor_novaesi",0
"857","Philydor_atricapillus",0
"858","Philydor_lichtensteini",0
"859","Philydor_pyrrhodes",0
"860","Philydor_erythrocercum",0
"861","Philydor_ruficaudatum",0
"862","Philydor_rufum",0
"863","Philydor_erythropterum",0
"864","Philydor_fuscipenne",0
"865","Anabazenops_dorsalis",0
"866","Anabazenops_fuscus",0
"867","Simoxenops_ucayalae",0
"868","Simoxenops_striatus",0
"869","Syndactyla_rufosuperciliata",0
"870","Syndactyla_roraimae",0
"871","Syndactyla_subalaris",0
"872","Syndactyla_guttulata",0
"873","Syndactyla_ruficollis",0
"874","Anabacerthia_variegaticeps",0
"875","Anabacerthia_amaurotis",0
"876","Anabacerthia_striaticollis",0
"877","Megaxenops_parnaguae",0
"878","Ancistrops_strigilatus",0
"879","Premnoplex_tatei",0
"880","Premnoplex_brunnescens",0
"881","Margarornis_squamiger",0
"882","Margarornis_bellulus",0
"883","Margarornis_stellatus",0
"884","Margarornis_rubiginosus",0
"885","Tarphonomus_harterti",0
"886","Tarphonomus_certhioides",0
"887","Premnornis_guttuligera",0
"888","Pseudocolaptes_boissonneautii",0
"889","Pseudocolaptes_lawrencii",0
"890","Pseudocolaptes_johnsoni",0
"891","Phleocryptes_melanops",0
"892","Limnornis_curvirostris",0
"893","Lochmias_nematura",0
"894","Upucerthia_serrana",0
"895","Cinclodes_pabsti",0
"896","Cinclodes_albiventris",0
"897","Cinclodes_aricomae",0
"898","Cinclodes_atacamensis",0
"899","Cinclodes_palliatus",0
"900","Cinclodes_nigrofumosus",0
"901","Cinclodes_taczanowskii",0
"902","Cinclodes_patagonicus",0
"903","Cinclodes_excelsior",0
"904","Cinclodes_antarcticus",0
"905","Cinclodes_fuscus",0
"906","Cinclodes_albidiventris",0
"907","Cinclodes_oustaleti",0
"908","Cinclodes_olrogi",0
"909","Cinclodes_comechingonus",0
"910","Upucerthia_dumetaria",0
"911","Upucerthia_albigula",0
"912","Upucerthia_saturatior",0
"913","Upucerthia_validirostris",0
"914","Upucerthia_jelskii",0
"915","Furnarius_rufus",0
"916","Furnarius_torridus",0
"917","Furnarius_cristatus",0
"918","Furnarius_longirostris",0
"919","Furnarius_minor",0
"920","Furnarius_cinnamomeus",0
"921","Furnarius_leucopus",0
"922","Furnarius_figulus",0
"923","Leptasthenura_yanacensis",0
"924","Sylviorthorhynchus_desmursii",0
"925","Leptasthenura_xenothorax",0
"926","Leptasthenura_platensis",0
"927","Leptasthenura_striolata",0
"928","Leptasthenura_pileata",0
"929","Leptasthenura_setaria",0
"930","Leptasthenura_aegithaloides",0
"931","Leptasthenura_andicola",0
"932","Leptasthenura_fuliginiceps",0
"933","Leptasthenura_striata",0
"934","Coryphistera_alaudina",0
"935","Anumbius_annumbi",0
"936","Hellmayrea_gularis",0
"937","Asthenes_hudsoni",0
"938","Pseudoseisura_cristata",0
"939","Pseudoseisura_lophotes",1
"940","Pseudoseisura_gutturalis",0
"941","Pseudoseisura_unirufa",1
"942","Asthenes_maculicauda",0
"943","Spartonoica_maluroides",0
"944","Asthenes_humicola",0
"945","Asthenes_cactorum",0
"946","Acrobatornis_fonsecai",0
"947","Cranioleuca_vulpecula",0
"948","Cranioleuca_vulpina",0
"949","Cranioleuca_obsoleta",0
"950","Cranioleuca_pyrrhophia",0
"951","Cranioleuca_henricae",0
"952","Cranioleuca_albicapilla",0
"953","Cranioleuca_subcristata",0
"954","Cranioleuca_demissa",0
"955","Cranioleuca_dissita",0
"956","Cranioleuca_gutturata",0
"957","Cranioleuca_erythrops",0
"958","Cranioleuca_curtata",0
"959","Cranioleuca_antisiensis",0
"960","Cranioleuca_baroni",0
"961","Cranioleuca_albiceps",0
"962","Cranioleuca_marcapatae",0
"963","Cranioleuca_semicinerea",0
"964","Cranioleuca_hellmayri",0
"965","Cranioleuca_sulphurifera",0
"966","Cranioleuca_muelleri",0
"967","Cranioleuca_pallida",0
"968","Limnoctites_rectirostris",0
"969","Roraimia_adusta",0
"970","Thripophaga_fusciceps",0
"971","Thripophaga_macroura",0
"972","Thripophaga_berlepschi",0
"973","Siptornis_striaticollis",0
"974","Metopothrix_aurantiaca",0
"975","Xenerpestes_minlosi",0
"976","Xenerpestes_singularis",0
"977","Asthenes_steinbachi",0
"978","Siptornopsis_hypochondriaca",0
"979","Asthenes_luizae",0
"980","Asthenes_patagonica",0
"981","Synallaxis_macconnelli",0
"982","Synallaxis_cinerascens",0
"983","Synallaxis_brachyura",0
"984","Synallaxis_erythrothorax",1
"985","Synallaxis_candei",0
"986","Synallaxis_cherriei",0
"987","Synallaxis_zimmeri",0
"988","Synallaxis_scutata",0
"989","Synallaxis_ruficapilla",0
"990","Synallaxis_infuscata",0
"991","Synallaxis_cabanisi",0
"992","Gyalophylax_hellmayri",0
"993","Synallaxis_courseni",0
"994","Synallaxis_spixi",0
"995","Synallaxis_fuscorufa",0
"996","Synallaxis_gujanensis",0
"997","Synallaxis_whitneyi",0
"998","Synallaxis_frontalis",0
"999","Synallaxis_kollari",0
"1000","Synallaxis_azarae",0
"1001","Synallaxis_albescens",0
"1002","Synallaxis_stictothorax",0
"1003","Synallaxis_maranonica",0
"1004","Synallaxis_propinqua",0
"1005","Synallaxis_unirufa",0
"1006","Synallaxis_albigularis",0
"1007","Synallaxis_tithys",0
"1008","Synallaxis_albilora",0
"1009","Schoeniophylax_phryganophilus",0
"1010","Certhiaxis_cinnamomeus",0
"1011","Certhiaxis_mustelinus",0
"1012","Synallaxis_castanea",0
"1013","Synallaxis_moesta",0
"1014","Synallaxis_rutilans",0
"1015","Synallaxis_cinnamomea",0
"1016","Synallaxis_subpudica",0
"1017","Asthenes_baeri",0
"1018","Asthenes_dorbignyi",0
"1019","Schizoeaca_perijana",1
"1020","Schizoeaca_helleri",0
"1021","Schizoeaca_fuliginosa",0
"1022","Schizoeaca_coryi",0
"1023","Schizoeaca_harterti",0
"1024","Schizoeaca_griseomurina",0
"1025","Asthenes_pudibunda",0
"1026","Asthenes_pyrrholeuca",0
"1027","Asthenes_heterura",0
"1028","Oreophylax_moreirae",1
"1029","Asthenes_arequipae",0
"1030","Asthenes_urubambensis",0
"1031","Asthenes_wyatti",0
"1032","Asthenes_sclateri",0
"1033","Asthenes_modesta",0
"1034","Asthenes_humilis",0
"1035","Asthenes_anthoides",0
"1036","Asthenes_flammulata",0
"1037","Phacellodomus_striaticollis",0
"1038","Phacellodomus_maculipectus",0
"1039","Phacellodomus_erythrophthalmus",0
"1040","Phacellodomus_sibilatrix",0
"1041","Phacellodomus_dorsalis",0
"1042","Phacellodomus_inornatus",0
"1043","Phacellodomus_ferrugineigula",0
"1044","Phacellodomus_ruber",0
"1045","Phacellodomus_striaticeps",0
"1046","Phacellodomus_rufifrons",0
"1047","Aphrastura_spinicauda",1
"1048","Aphrastura_masafuerae",0
"1049","Berlepschia_rikeri",0
"1050","Xenops_milleri",0
"1051","Pygarrhichas_albogularis",0
"1052","Ochetorhynchus_ruficaudus",0
"1053","Ochetorhynchus_phoenicurus",0
"1054","Ochetorhynchus_andaecola",0
"1055","Ochetorhynchus_melanura",0
"1056","Geositta_antarctica",0
"1057","Geositta_isabellina",0
"1058","Geositta_saxicolina",0
"1059","Geositta_maritima",0
"1060","Geositta_crassirostris",0
"1061","Geositta_punensis",0
"1062","Geositta_rufipennis",0
"1063","Geositta_poeciloptera",0
"1064","Geositta_tenuirostris",0
"1065","Geositta_cunicularia",0
"1066","Geositta_peruviana",0
"1067","Sclerurus_mexicanus",0
"1068","Sclerurus_albigularis",0
"1069","Sclerurus_caudacutus",0
"1070","Sclerurus_rufigularis",0
"1071","Sclerurus_scansor",0
"1072","Sclerurus_guatemalensis",0
"1073","Formicarius_colma",0
"1074","Formicarius_nigricapillus",0
"1075","Formicarius_analis",1
"1076","Formicarius_moniliger",0
"1077","Formicarius_rufifrons",0
"1078","Chamaeza_campanisona",1
"1079","Chamaeza_ruficauda",0
"1080","Chamaeza_mollissima",0
"1081","Merulaxis_stresemanni",0
"1082","Eleoscytalopus_indigoticus",0
"1083","Scytalopus_atratus",0
"1084","Scytalopus_rodriguezi",0
"1085","Scytalopus_acutirostris",0
"1086","Scytalopus_simonsi",0
"1087","Scytalopus_chocoensis",0
"1088","Scytalopus_argentifrons",0
"1089","Scytalopus_latebricola",0
"1090","Scytalopus_spillmanni",0
"1091","Scytalopus_novacapitalis",0
"1092","Scytalopus_speluncae",0
"1093","Scytalopus_iraiensis",0
"1094","Scytalopus_affinis",0
"1095","Scytalopus_urubambae",0
"1096","Scytalopus_canus",1
"1097","Scytalopus_zimmeri",0
"1098","Scytalopus_vicinior",0
"1099","Scytalopus_pachecoi",0
"1100","Scytalopus_latrans",0
"1101","Scytalopus_micropterus",0
"1102","Scytalopus_parkeri",0
"1103","Scytalopus_schulenbergi",0
"1104","Eugralla_paradoxa",0
"1105","Scelorchilus_rubecula",0
"1106","Scelorchilus_albicollis",0
"1107","Pteroptochos_castaneus",0
"1108","Pteroptochos_tarnii",1
"1109","Pteroptochos_megapodius",1
"1110","Liosceles_thoracicus",0
"1111","Psilorhamphus_guttatus",0
"1112","Acropternis_orthonyx",0
"1113","Teledromas_fuscus",0
"1114","Rhinocrypta_lanceolata",0
"1115","Grallaria_capitalis",0
"1116","Grallaria_varia",0
"1117","Grallaria_guatimalensis",0
"1118","Grallaria_erythrotis",0
"1119","Grallaria_squamigera",0
"1120","Grallaria_dignissima",0
"1121","Grallaria_alleni",0
"1122","Grallaria_carrikeri",0
"1123","Grallaria_kaestneri",0
"1124","Grallaria_quitensis",1
"1125","Grallaria_ruficapilla",0
"1126","Grallaria_erythroleuca",0
"1127","Grallaria_gigantea",0
"1128","Grallaria_albigula",0
"1129","Grallaria_andicolus",0
"1130","Grallaria_nuchalis",0
"1131","Grallaria_hypoleuca",0
"1132","Grallaria_rufula",0
"1133","Grallaria_ridgelyi",0
"1134","Grallaria_przewalskii",0
"1135","Grallaria_haplonota",0
"1136","Grallaria_rufocinerea",0
"1137","Grallaricula_ferrugineipectus",0
"1138","Grallaricula_flavirostris",0
"1139","Grallaricula_lineifrons",0
"1140","Grallaricula_peruviana",1
"1141","Grallaricula_cucullata",0
"1142","Grallaricula_nana",0
"1143","Grallaricula_loricata",0
"1144","Hylopezus_dives",0
"1145","Hylopezus_macularius",0
"1146","Hylopezus_berlepschi",0
"1147","Myrmothera_campanisona",0
"1148","Pittasoma_rufopileatum",0
"1149","Pittasoma_michleri",1
"1150","Conopophaga_melanogaster",0
"1151","Conopophaga_melanops",0
"1152","Conopophaga_ardesiaca",0
"1153","Conopophaga_lineata",0
"1154","Conopophaga_castaneiceps",0
"1155","Conopophaga_roberti",0
"1156","Conopophaga_aurita",0
"1157","Conopophaga_peruviana",0
"1158","Menura_novaehollandiae",0
"1159","Menura_alberti",0
"1160","Atrichornis_rufescens",0
"1161","Atrichornis_clamosus",0
"1162","Scenopoeetes_dentirostris",1
"1163","Prionodura_newtoniana",1
"1164","Amblyornis_macgregoriae",1
"1165","Archboldia_papuensis",1
"1166","Amblyornis_inornata",1
"1167","Amblyornis_flavifrons",1
"1168","Amblyornis_subalaris",1
"1169","Ptilonorhynchus_violaceus",1
"1170","Chlamydera_nuchalis",1
"1171","Chlamydera_cerviniventris",1
"1172","Chlamydera_lauterbachi",1
"1173","Chlamydera_maculata",1
"1174","Chlamydera_guttata",1
"1175","Sericulus_chrysocephalus",1
"1176","Sericulus_bakeri",1
"1177","Sericulus_aureus",1
"1178","Ailuroedus_buccoides",1
"1179","Ailuroedus_crassirostris",1
"1180","Ailuroedus_melanotis",1
"1181","Climacteris_affinis",0
"1182","Climacteris_melanurus",0
"1183","Climacteris_rufus",0
"1184","Climacteris_picumnus",0
"1185","Climacteris_erythrops",0
"1186","Cormobates_leucophaea",0
"1187","Cormobates_placens",0
"1188","Amytornis_barbatus",0
"1189","Amytornis_housei",0
"1190","Amytornis_goyderi",0
"1191","Amytornis_purnelli",1
"1192","Amytornis_ballarae",0
"1193","Amytornis_textilis",1
"1194","Amytornis_dorotheae",0
"1195","Amytornis_woodwardi",0
"1196","Amytornis_striatus",0
"1197","Stipiturus_malachurus",0
"1198","Stipiturus_mallee",0
"1199","Stipiturus_ruficeps",0
"1200","Clytomyias_insignis",0
"1201","Sipodotus_wallacii",0
"1202","Malurus_pulcherrimus",0
"1203","Malurus_amabilis",0
"1204","Malurus_lamberti",0
"1205","Malurus_cyanocephalus",0
"1206","Malurus_elegans",0
"1207","Malurus_alboscapulatus",0
"1208","Malurus_splendens",0
"1209","Malurus_cyaneus",1
"1210","Malurus_coronatus",0
"1211","Malurus_leucopterus",0
"1212","Malurus_melanocephalus",0
"1213","Dasyornis_brachypterus",0
"1214","Dasyornis_longirostris",0
"1215","Dasyornis_broadbenti",1
"1216","Pardalotus_quadragintus",0
"1217","Pardalotus_rubricatus",0
"1218","Pardalotus_striatus",0
"1219","Pardalotus_punctatus",0
"1220","Certhionyx_niger",0
"1221","Myzomela_erythrocephala",0
"1222","Myzomela_sclateri",1
"1223","Myzomela_lafargei",0
"1224","Myzomela_sanguinolenta",1
"1225","Myzomela_eichhorni",0
"1226","Myzomela_cruentata",0
"1227","Myzomela_cardinalis",0
"1228","Myzomela_erythromelas",0
"1229","Myzomela_chloroptera",0
"1230","Myzomela_cineracea",0
"1231","Myzomela_obscura",0
"1232","Myzomela_rubratra",0
"1233","Myzomela_vulnerata",0
"1234","Myzomela_eques",0
"1235","Myzomela_jugularis",0
"1236","Myzomela_adolphinae",0
"1237","Myzomela_melanocephala",0
"1238","Myzomela_malaitae",0
"1239","Myzomela_rosenbergii",1
"1240","Myzomela_caledonica",0
"1241","Myzomela_tristrami",0
"1242","Myzomela_pammelaena",0
"1243","Myzomela_nigrita",1
"1244","Myzomela_chermesina",0
"1245","Melithreptus_albogularis",0
"1246","Melithreptus_validirostris",1
"1247","Melithreptus_gularis",0
"1248","Melithreptus_brevirostris",0
"1249","Melithreptus_affinis",1
"1250","Melithreptus_lunatus",0
"1251","Entomyzon_cyanotis",1
"1252","Lichenostomus_leucotis",1
"1253","Lichenostomus_melanops",1
"1254","Gymnomyza_samoensis",1
"1255","Gymnomyza_viridis",1
"1256","Gymnomyza_aubryana",0
"1257","Foulehaio_carunculatus",1
"1258","Trichodere_cockerelli",0
"1259","Phylidonyris_pyrrhopterus",1
"1260","Phylidonyris_niger",0
"1261","Phylidonyris_novaehollandiae",0
"1262","Lichmera_squamata",0
"1263","Lichmera_monticola",0
"1264","Lichmera_incana",1
"1265","Lichmera_argentauris",1
"1266","Lichmera_alboauricularis",0
"1267","Lichmera_indistincta",1
"1268","Lichmera_flavicans",0
"1269","Certhionyx_pectoralis",0
"1270","Lichenostomus_fuscus",1
"1271","Phylidonyris_notabilis",1
"1272","Lichenostomus_frenatus",1
"1273","Philemon_citreogularis",1
"1274","Philemon_diemenensis",1
"1275","Philemon_meyeri",1
"1276","Philemon_buceroides",1
"1277","Philemon_argenticeps",1
"1278","Philemon_corniculatus",1
"1279","Philemon_cockerelli",0
"1280","Philemon_brassi",1
"1281","Philemon_albitorques",0
"1282","Xanthotis_macleayanus",1
"1283","Xanthotis_provocator",0
"1284","Xanthotis_flaviventer",1
"1285","Xanthotis_polygrammus",1
"1286","Grantiella_picta",1
"1287","Melitograis_gilolensis",1
"1288","Plectorhyncha_lanceolata",1
"1289","Guadalcanaria_inexpectata",0
"1290","Ptiloprora_guisei",1
"1291","Ptiloprora_erythropleura",1
"1292","Ptiloprora_meekiana",0
"1293","Ptiloprora_perstriata",1
"1294","Ptiloprora_plumbea",0
"1295","Ptiloprora_mayri",1
"1296","Glycichaera_fallax",1
"1297","Phylidonyris_melanops",0
"1298","Melipotes_fumigatus",1
"1299","Melipotes_ater",1
"1300","Melipotes_gymnops",1
"1301","Macgregoria_pulchra",1
"1302","Ashbyia_lovensis",0
"1303","Epthianura_aurifrons",0
"1304","Epthianura_albifrons",1
"1305","Epthianura_crocea",0
"1306","Epthianura_tricolor",1
"1307","Ramsayornis_fasciatus",0
"1308","Ramsayornis_modestus",0
"1309","Conopophila_whitei",1
"1310","Conopophila_albogularis",0
"1311","Conopophila_rufogularis",1
"1312","Timeliopsis_griseigula",1
"1313","Timeliopsis_fulvigula",0
"1314","Melilestes_megarhynchus",1
"1315","Apalopteron_familiare",1
"1316","Pycnopygius_ixoides",1
"1317","Pycnopygius_stictocephalus",1
"1318","Pycnopygius_cinereus",1
"1319","Prosthemadera_novaeseelandiae",1
"1320","Certhionyx_variegatus",1
"1321","Meliphaga_reticulata",1
"1322","Meliphaga_albilineata",1
"1323","Meliphaga_flavirictus",1
"1324","Meliphaga_montana",1
"1325","Meliphaga_mimikae",1
"1326","Meliphaga_orientalis",1
"1327","Meliphaga_analoga",1
"1328","Meliphaga_albonotata",1
"1329","Meliphaga_gracilis",1
"1330","Meliphaga_aruensis",1
"1331","Meliphaga_notata",1
"1332","Meliphaga_lewinii",1
"1333","Lichenostomus_flavicollis",1
"1334","Lichenostomus_chrysops",1
"1335","Lichenostomus_unicolor",1
"1336","Lichenostomus_versicolor",0
"1337","Lichenostomus_keartlandi",1
"1338","Lichenostomus_virescens",1
"1339","Lichenostomus_plumulus",1
"1340","Lichenostomus_obscurus",1
"1341","Lichenostomus_penicillatus",1
"1342","Lichenostomus_fasciogularis",1
"1343","Lichenostomus_ornatus",1
"1344","Lichenostomus_hindwoodi",1
"1345","Lichenostomus_flavus",1
"1346","Oreornis_chrysogenys",1
"1347","Phylidonyris_albifrons",0
"1348","Melidectes_rufocrissalis",1
"1349","Melidectes_torquatus",1
"1350","Melidectes_belfordi",1
"1351","Melidectes_nouhuysi",1
"1352","Melidectes_fuscus",1
"1353","Melidectes_leucostephes",0
"1354","Melidectes_sclateri",0
"1355","Melidectes_whitemanensis",0
"1356","Manorina_melanotis",0
"1357","Manorina_melanophrys",1
"1358","Manorina_flavigula",1
"1359","Manorina_melanocephala",1
"1360","Lichenostomus_cratitius",1
"1361","Xanthomyza_phrygia",1
"1362","Anthochaera_carunculata",1
"1363","Anthochaera_paradoxa",1
"1364","Anthochaera_chrysoptera",1
"1365","Anthochaera_lunulata",0
"1366","Acanthagenys_rufogularis",1
"1367","Acanthorhynchus_tenuirostris",0
"1368","Acanthorhynchus_superciliosus",0
"1369","Phylidonyris_undulatus",1
"1370","Lichenostomus_flavescens",1
"1371","Lichenostomus_subfrenatus",1
"1372","Stresemannia_bougainvillei",1
"1373","Anthornis_melanura",1
"1374","Myza_sarasinorum",0
"1375","Acanthiza_chrysorrhoa",0
"1376","Acanthiza_lineata",0
"1377","Acanthiza_murina",1
"1378","Acanthiza_nana",0
"1379","Acanthiza_uropygialis",0
"1380","Acanthiza_inornata",0
"1381","Acanthiza_reguloides",0
"1382","Acanthiza_robustirostris",0
"1383","Acanthiza_iredalei",0
"1384","Acanthiza_apicalis",0
"1385","Acanthiza_ewingii",0
"1386","Acanthiza_pusilla",1
"1387","Acanthiza_katherina",0
"1388","Acanthornis_magna",0
"1389","Aphelocephala_nigricincta",0
"1390","Aphelocephala_pectoralis",0
"1391","Aphelocephala_leucopsis",0
"1392","Pycnoptilus_floccosus",1
"1393","Pyrrholaemus_brunneus",0
"1394","Chthonicola_sagittatus",0
"1395","Calamanthus_fuliginosus",0
"1396","Calamanthus_campestris",1
"1397","Hylacola_cauta",0
"1398","Hylacola_pyrrhopygia",0
"1399","Origma_solitaria",0
"1400","Crateroscelis_murina",0
"1401","Crateroscelis_nigrorufa",0
"1402","Crateroscelis_robusta",0
"1403","Sericornis_humilis",0
"1404","Sericornis_magnirostra",0
"1405","Sericornis_nouhuysi",0
"1406","Sericornis_keri",0
"1407","Sericornis_frontalis",1
"1408","Sericornis_perspicillatus",0
"1409","Sericornis_spilodera",0
"1410","Sericornis_papuensis",0
"1411","Sericornis_arfakianus",0
"1412","Sericornis_beccarii",0
"1413","Sericornis_rufescens",0
"1414","Sericornis_citreogularis",1
"1415","Smicrornis_brevirostris",0
"1416","Gerygone_magnirostris",0
"1417","Gerygone_igata",1
"1418","Gerygone_hypoxantha",0
"1419","Gerygone_palpebrosa",0
"1420","Gerygone_chloronota",0
"1421","Gerygone_sulphurea",0
"1422","Gerygone_tenebrosa",0
"1423","Gerygone_flavolateralis",0
"1424","Gerygone_inornata",0
"1425","Gerygone_albofrontata",0
"1426","Gerygone_mouki",0
"1427","Gerygone_ruficollis",0
"1428","Gerygone_dorsalis",0
"1429","Gerygone_levigaster",0
"1430","Gerygone_chrysogaster",0
"1431","Gerygone_modesta",0
"1432","Gerygone_fusca",0
"1433","Gerygone_cinerea",0
"1434","Gerygone_olivacea",0
"1435","Oreoscopus_gutturalis",0
"1436","Pomatostomus_isidorei",0
"1437","Pomatostomus_ruficeps",1
"1438","Pomatostomus_superciliosus",1
"1439","Pomatostomus_temporalis",0
"1440","Pomatostomus_halli",0
"1441","Orthonyx_spaldingii",0
"1442","Orthonyx_temminckii",0
"1443","Orthonyx_novaeguineae",0
"1444","Notiomystis_cincta",1
"1445","Oedistoma_pygmaeum",0
"1446","Melanocharis_arfakiana",1
"1447","Melanocharis_crassirostris",1
"1448","Melanocharis_striativentris",1
"1449","Melanocharis_longicauda",1
"1450","Melanocharis_nigra",1
"1451","Melanocharis_versteri",1
"1452","Toxorhamphus_novaeguineae",0
"1453","Toxorhamphus_poliopterus",0
"1454","Toxorhamphus_iliolophus",1
"1455","Cnemophilus_macgregorii",1
"1456","Loboparadisea_sericea",1
"1457","Cnemophilus_loriae",1
"1458","Callaeas_cinereus",1
"1459","Philesturnus_carunculatus",1
"1460","Falcunculus_frontatus",1
"1461","Psophodes_nigrogularis",0
"1462","Psophodes_olivaceus",1
"1463","Psophodes_cristatus",0
"1464","Eulacestoma_nigropectus",0
"1465","Androphobus_viridis",0
"1466","Mohoua_novaeseelandiae",1
"1467","Mohoua_albicilla",1
"1468","Mohoua_ochrocephala",1
"1469","Cinclosoma_ajax",0
"1470","Cinclosoma_punctatum",0
"1471","Cinclosoma_castaneothorax",0
"1472","Cinclosoma_castanotum",0
"1473","Cinclosoma_cinnamomeum",0
"1474","Ptilorrhoa_castanonota",0
"1475","Ptilorrhoa_leucosticta",1
"1476","Ptilorrhoa_caerulescens",0
"1477","Campochaera_sloetii",1
"1478","Campephaga_lobata",0
"1479","Campephaga_petiti",0
"1480","Campephaga_flava",1
"1481","Campephaga_phoenicea",0
"1482","Campephaga_oriolina",0
"1483","Campephaga_quiscalina",0
"1484","Coracina_azurea",1
"1485","Coracina_montana",1
"1486","Coracina_tenuirostris",1
"1487","Coracina_sula",1
"1488","Coracina_incerta",1
"1489","Coracina_morio",0
"1490","Coracina_holopolia",1
"1491","Coracina_ceramensis",0
"1492","Coracina_mindanensis",0
"1493","Coracina_dohertyi",0
"1494","Coracina_parvula",0
"1495","Coracina_dispar",0
"1496","Coracina_ostenta",0
"1497","Coracina_coerulescens",0
"1498","Lalage_atrovirens",1
"1499","Lalage_aurea",1
"1500","Lalage_leucomela",1
"1501","Coracina_newtoni",1
"1502","Coracina_typica",0
"1503","Coracina_melaschistos",1
"1504","Coracina_melanoptera",1
"1505","Coracina_fimbriata",1
"1506","Coracina_polioptera",0
"1507","Lalage_nigra",1
"1508","Lalage_sharpei",1
"1509","Lalage_tricolor",1
"1510","Lalage_maculosa",0
"1511","Coracina_schisticeps",1
"1512","Coracina_abbotti",0
"1513","Coracina_longicauda",1
"1514","Coracina_caeruleogrisea",1
"1515","Coracina_boyeri",1
"1516","Coracina_novaehollandiae",1
"1517","Coracina_striata",1
"1518","Coracina_macei",1
"1519","Coracina_leucopygia",0
"1520","Coracina_melas",1
"1521","Coracina_larvata",1
"1522","Coracina_schistacea",1
"1523","Coracina_caledonica",1
"1524","Coracina_papuensis",1
"1525","Coracina_lineata",1
"1526","Coracina_maxima",0
"1527","Coracina_bicolor",1
"1528","Coracina_javensis",0
"1529","Coracina_pectoralis",0
"1530","Coracina_caesia",0
"1531","Coracina_graueri",0
"1532","Coracina_cinerea",1
"1533","Pericrocotus_igneus",0
"1534","Pericrocotus_cinnamomeus",0
"1535","Pericrocotus_solaris",0
"1536","Pericrocotus_lansbergei",0
"1537","Pericrocotus_brevirostris",0
"1538","Pericrocotus_ethologus",0
"1539","Pericrocotus_miniatus",0
"1540","Pericrocotus_roseus",0
"1541","Pericrocotus_divaricatus",1
"1542","Pericrocotus_flammeus",0
"1543","Pericrocotus_erythropygius",0
"1544","Nilaus_afer",0
"1545","Malaconotus_gladiator",0
"1546","Malaconotus_blanchoti",0
"1547","Malaconotus_cruentus",0
"1548","Malaconotus_lagdeni",0
"1549","Tchagra_minutus",0
"1550","Tchagra_jamesi",0
"1551","Tchagra_tchagra",1
"1552","Tchagra_senegalus",1
"1553","Tchagra_australis",0
"1554","Dryoscopus_cubla",1
"1555","Dryoscopus_pringlii",0
"1556","Dryoscopus_senegalensis",0
"1557","Dryoscopus_sabini",0
"1558","Dryoscopus_angolensis",0
"1559","Dryoscopus_gambensis",0
"1560","Telophorus_olivaceus",1
"1561","Telophorus_kupeensis",0
"1562","Telophorus_nigrifrons",0
"1563","Telophorus_viridis",0
"1564","Telophorus_sulfureopectus",0
"1565","Telophorus_multicolor",0
"1566","Telophorus_bocagei",1
"1567","Telophorus_dohertyi",0
"1568","Telophorus_zeylonus",1
"1569","Rhodophoneus_cruentus",0
"1570","Laniarius_atrococcineus",1
"1571","Laniarius_poensis",0
"1572","Laniarius_fuelleborni",0
"1573","Laniarius_leucorhynchus",0
"1574","Laniarius_funebris",1
