carotenoide,JETZ,IOC,Name,HBW,Familia,frugivoro
0,Hirundo rupestris,Ptyonoprogne rupestris,Hirundo_rupestris,,Hirundinidae,0
0,Hirundo preussi,Petrochelidon preussi,Hirundo_preussi,,Hirundinidae,0
0,Hirundo rufigula,Petrochelidon rufigula,Hirundo_rufigula,,Hirundinidae,0
0,Hirundo spilodera,Petrochelidon spilodera,Hirundo_spilodera,,Hirundinidae,0
0,Hirundo ariel,Petrochelidon ariel,Hirundo_ariel,,Hirundinidae,0
0,Hirundo fluvicola,Petrochelidon fluvicola,Hirundo_fluvicola,,Hirundinidae,0
0,Hirundo nigricans,Petrochelidon nigricans,Hirundo_nigricans,,Hirundinidae,0
0,Petrochelidon fulva,Petrochelidon fulva,Petrochelidon_fulva,,Hirundinidae,0
0,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,Petrochelidon_pyrrhonota,,Hirundinidae,0
0,Hirundo senegalensis,Cecropis senegalensis,Hirundo_senegalensis,,Hirundinidae,0
0,Hirundo abyssinica,Cecropis abyssinica,Hirundo_abyssinica,,Hirundinidae,1
0,Hirundo daurica,Cecropis daurica,Hirundo_daurica,,Hirundinidae,0
0,Hirundo striolata,Cecropis striolata,Hirundo_striolata,,Hirundinidae,0
0,Hirundo obsoleta,Ptyonoprogne obsoleta,Hirundo_obsoleta,,Hirundinidae,0
0,Hirundo semirufa,Cecropis semirufa,Hirundo_semirufa,,Hirundinidae,0
0,Delichon urbicum,Delichon urbicum,Delichon_urbicum,,Hirundinidae,0
0,Delichon nipalense,Delichon nipalense,Delichon_nipalense,,Hirundinidae,0
0,Delichon dasypus,Delichon dasypus,Delichon_dasypus,,Hirundinidae,0
0,Cheramoeca leucosterna,Cheramoeca leucosterna,Cheramoeca_leucosterna,,Hirundinidae,0
0,Pseudhirundo griseopyga,Pseudhirundo griseopyga,Pseudhirundo_griseopyga,,Hirundinidae,0
0,Psalidoprocne albiceps,Psalidoprocne albiceps,Psalidoprocne_albiceps,,Hirundinidae,0
0,Psalidoprocne obscura,Psalidoprocne obscura,Psalidoprocne_obscura,,Hirundinidae,0
0,Psalidoprocne pristoptera,Psalidoprocne pristoptera,Psalidoprocne_pristoptera,,Hirundinidae,0
0,Psalidoprocne nitens,Psalidoprocne nitens,Psalidoprocne_nitens,,Hirundinidae,0
0,Riparia paludicola,Riparia paludicola,Riparia_paludicola,,Hirundinidae,0
0,Riparia riparia,Riparia riparia,Riparia_riparia,,Hirundinidae,0
0,Tachycineta stolzmanni,Tachycineta stolzmanni,Tachycineta_stolzmanni,,Hirundinidae,0
0,Tachycineta albilinea,Tachycineta albilinea,Tachycineta_albilinea,,Hirundinidae,0
0,Tachycineta albiventer,Tachycineta albiventer,Tachycineta_albiventer,,Hirundinidae,0
0,Tachycineta leucorrhoa,Tachycineta leucorrhoa,Tachycineta_leucorrhoa,,Hirundinidae,0
0,Tachycineta meyeni,Tachycineta leucopyga,Tachycineta_meyeni,,Hirundinidae,0
0,Tachycineta bicolor,Tachycineta bicolor,Tachycineta_bicolor,,Hirundinidae,1
0,Tachycineta euchrysea,Tachycineta euchrysea,Tachycineta_euchrysea,,Hirundinidae,0
0,Tachycineta cyaneoviridis,Tachycineta cyaneoviridis,Tachycineta_cyaneoviridis,,Hirundinidae,0
0,Tachycineta thalassina,Tachycineta thalassina,Tachycineta_thalassina,,Hirundinidae,0
0,Stelgidopteryx serripennis,Stelgidopteryx serripennis,Stelgidopteryx_serripennis,,Hirundinidae,0
0,Stelgidopteryx ruficollis,Stelgidopteryx ruficollis,Stelgidopteryx_ruficollis,,Hirundinidae,0
0,Progne subis,Progne subis,Progne_subis,,Hirundinidae,0
0,Progne elegans,Progne elegans,Progne_elegans,,Hirundinidae,0
0,Progne chalybea,Progne chalybea,Progne_chalybea,,Hirundinidae,0
0,Progne modesta,Progne modesta,Progne_modesta,,Hirundinidae,0
0,Progne dominicensis,Progne dominicensis,Progne_dominicensis,,Hirundinidae,0
0,Progne cryptoleuca,Progne cryptoleuca,Progne_cryptoleuca,,Hirundinidae,0
0,Progne tapera,Progne tapera,Progne_tapera,,Hirundinidae,0
0,Neochelidon tibialis,Neochelidon tibialis,Neochelidon_tibialis,,Hirundinidae,0
0,Atticora fasciata,Atticora fasciata,Atticora_fasciata,,Hirundinidae,0
0,Atticora melanoleuca,Atticora melanoleuca,Atticora_melanoleuca,,Hirundinidae,0
0,Pygochelidon cyanoleuca,Notiochelidon cyanoleuca,Pygochelidon_cyanoleuca,,Hirundinidae,0
0,Alopochelidon fucata,Alopochelidon fucata,Alopochelidon_fucata,,Hirundinidae,0
0,Haplochelidon andecola,Haplochelidon andecola,Haplochelidon_andecola,,Hirundinidae,0
0,Notiochelidon murina,Notiochelidon murina,Notiochelidon_murina,,Hirundinidae,0
0,Phedina borbonica,Phedina borbonica,Phedina_borbonica,,Hirundinidae,0
0,Riparia cincta,Riparia cincta,Riparia_cincta,,Hirundinidae,0
0,Phedina brazzae,Phedina brazzae,Phedina_brazzae,,Hirundinidae,0
0,Pseudochelidon eurystomina,Pseudochelidon eurystomina,Pseudochelidon_eurystomina,,Hirundinidae,0
1,Pholidornis rushiae,Pholidornis rushiae,Pholidornis_rushiae,,Incertae Sedis 5,0
1,Hylia prasina,Hylia prasina,Hylia_prasina,,Incertae Sedis 5,0
0,Psaltriparus minimus,Psaltriparus minimus,Psaltriparus_minimus,,Aegithalidae,1
0,Psaltria exilis,Psaltria exilis,Psaltria_exilis,,Aegithalidae,0
0,Aegithalos niveogularis,Aegithalos niveogularis,Aegithalos_niveogularis,,Aegithalidae,0
0,Aegithalos fuliginosus,Aegithalos fuliginosus,Aegithalos_fuliginosus,,Aegithalidae,1
0,Aegithalos iouschistos,Aegithalos iouschistos,Aegithalos_iouschistos,,Aegithalidae,0
1,Aegithalos caudatus,Aegithalos caudatus,Aegithalos_caudatus,,Aegithalidae,1
0,Aegithalos concinnus,Aegithalos concinnus,Aegithalos_concinnus,,Aegithalidae,1
0,Aegithalos leucogenys,Aegithalos leucogenys,Aegithalos_leucogenys,,Aegithalidae,0
1,Leptopoecile sophiae,Leptopoecile sophiae,Leptopoecile_sophiae,,Aegithalidae,1
1,Leptopoecile elegans,Leptopoecile elegans,Leptopoecile_elegans,,Aegithalidae,0
0,Cettia carolinae,Horornis carolinae,Cettia_carolinae,,Cettiidae,0
0,Cettia pallidipes,Urosphena pallidipes,Cettia_pallidipes,,Cettiidae,0
0,Urosphena subulata,Urosphena subulata,Urosphena_subulata,,Cettiidae,0
0,Urosphena squameiceps,Urosphena squameiceps,Urosphena_squameiceps,,Cettiidae,0
0,Urosphena whiteheadi,Urosphena whiteheadi,Urosphena_whiteheadi,,Cettiidae,0
1,Tesia cyaniventer,Tesia cyaniventer,Tesia_cyaniventer,,Cettiidae,0
1,Tesia castaneocoronata,Cettia castaneocoronata,Tesia_castaneocoronata,,Cettiidae,0
1,Tesia olivea,Tesia olivea,Tesia_olivea,,Cettiidae,0
1,Tesia superciliaris,Tesia superciliaris,Tesia_superciliaris,,Cettiidae,0
0,Cettia canturians,Horornis borealis,Cettia_canturians,,Cettiidae,0
0,Cettia cetti,Cettia cetti,Cettia_cetti,,Cettiidae,0
1,Orthotomus cuculatus,Phyllergates cuculatus,Orthotomus_cuculatus,,Cettiidae,0
0,Cettia ruficapilla,Horornis ruficapilla,Cettia_ruficapilla,,Cettiidae,0
0,Cettia parens,Horornis parens,Cettia_parens,,Cettiidae,0
1,Cettia annae,Horornis annae,Cettia_annae,,Cettiidae,0
0,Cettia seebohmi,Horornis seebohmi,Cettia_seebohmi,,Cettiidae,0
0,Cettia diphone,Horornis diphone,Cettia_diphone,,Cettiidae,1
0,Cettia fortipes,Horornis fortipes,Cettia_fortipes,,Cettiidae,0
0,Cettia major,Cettia major,Cettia_major,,Cettiidae,0
1,Cettia brunnescens,Horornis brunnescens,Cettia_brunnescens,,Cettiidae,0
1,Cettia acanthizoides,Horornis acanthizoides,Cettia_acanthizoides,,Cettiidae,0
0,Cettia brunnifrons,Cettia brunnifrons,Cettia_brunnifrons,,Cettiidae,0
0,Cettia vulcania,Horornis vulcanius,Cettia_vulcania,,Cettiidae,0
1,Cettia flavolivacea,Horornis flavolivaceus,Cettia_flavolivacea,,Cettiidae,0
1,Tickellia hodgsoni,Tickellia hodgsoni,Tickellia_hodgsoni,,Cettiidae,0
1,Abroscopus schisticeps,Abroscopus schisticeps,Abroscopus_schisticeps,,Cettiidae,0
1,Abroscopus superciliaris,Abroscopus superciliaris,Abroscopus_superciliaris,,Cettiidae,0
1,Abroscopus albogularis,Abroscopus albogularis,Abroscopus_albogularis,,Cettiidae,0
1,Phylloscopus budongoensis,Phylloscopus budongoensis,Phylloscopus_budongoensis,,Phylloscopidae,0
1,Phylloscopus umbrovirens,Phylloscopus umbrovirens,Phylloscopus_umbrovirens,,Phylloscopidae,0
1,Phylloscopus laetus,Phylloscopus laetus,Phylloscopus_laetus,,Phylloscopidae,0
1,Phylloscopus laurae,Phylloscopus laurae,Phylloscopus_laurae,,Phylloscopidae,0
1,Phylloscopus ruficapilla,Phylloscopus ruficapilla,Phylloscopus_ruficapilla,,Phylloscopidae,0
1,Seicercus montis,Seicercus montis,Seicercus_montis,,Phylloscopidae,0
1,Seicercus castaniceps,Seicercus castaniceps,Seicercus_castaniceps,,Phylloscopidae,0
1,Seicercus grammiceps,Seicercus grammiceps,Seicercus_grammiceps,,Phylloscopidae,0
1,Seicercus omeiensis,Seicercus omeiensis,Seicercus_omeiensis,,Phylloscopidae,0
1,Seicercus soror,Seicercus soror,Seicercus_soror,,Phylloscopidae,0
1,Seicercus whistleri,Seicercus whistleri,Seicercus_whistleri,,Phylloscopidae,0
1,Seicercus valentini,Seicercus valentini,Seicercus_valentini,,Phylloscopidae,0
1,Seicercus burkii,Seicercus burkii,Seicercus_burkii,,Phylloscopidae,0
1,Seicercus tephrocephalus,Seicercus tephrocephalus,Seicercus_tephrocephalus,,Phylloscopidae,0
1,Seicercus poliogenys,Seicercus poliogenys,Seicercus_poliogenys,,Phylloscopidae,0
1,Seicercus affinis,Seicercus affinis,Seicercus_affinis,,Phylloscopidae,0
1,Phylloscopus sarasinorum,Phylloscopus sarasinorum,Phylloscopus_sarasinorum,,Phylloscopidae,0
1,Phylloscopus poliocephalus,Phylloscopus poliocephalus,Phylloscopus_poliocephalus,,Phylloscopidae,0
1,Phylloscopus trivirgatus,Phylloscopus trivirgatus,Phylloscopus_trivirgatus,,Phylloscopidae,0
1,Phylloscopus presbytes,Phylloscopus presbytes,Phylloscopus_presbytes,,Phylloscopidae,0
1,Phylloscopus hainanus,Phylloscopus hainanus,Phylloscopus_hainanus,,Phylloscopidae,0
1,Phylloscopus ogilviegranti,Phylloscopus ogilviegranti,Phylloscopus_ogilviegranti,,Phylloscopidae,0
1,Phylloscopus xanthoschistos,Phylloscopus xanthoschistos,Phylloscopus_xanthoschistos,,Phylloscopidae,1
1,Phylloscopus ricketti,Phylloscopus ricketti,Phylloscopus_ricketti,,Phylloscopidae,0
1,Phylloscopus cantator,Phylloscopus cantator,Phylloscopus_cantator,,Phylloscopidae,0
1,Phylloscopus reguloides,Phylloscopus reguloides,Phylloscopus_reguloides,,Phylloscopidae,1
1,Phylloscopus goodsoni,Phylloscopus goodsoni,Phylloscopus_goodsoni,,Phylloscopidae,1
1,Phylloscopus occipitalis,Phylloscopus occipitalis,Phylloscopus_occipitalis,,Phylloscopidae,0
1,Phylloscopus nitidus,Phylloscopus nitidus,Phylloscopus_nitidus,,Phylloscopidae,0
1,Phylloscopus trochiloides,Phylloscopus trochiloides,Phylloscopus_trochiloides,,Phylloscopidae,1
1,Phylloscopus borealis,Phylloscopus borealis,Phylloscopus_borealis,,Phylloscopidae,0
1,Phylloscopus tenellipes,Phylloscopus tenellipes,Phylloscopus_tenellipes,,Phylloscopidae,0
1,Phylloscopus magnirostris,Phylloscopus magnirostris,Phylloscopus_magnirostris,,Phylloscopidae,0
1,Phylloscopus cebuensis,Phylloscopus cebuensis,Phylloscopus_cebuensis,,Phylloscopidae,0
1,Phylloscopus olivaceus,Phylloscopus olivaceus,Phylloscopus_olivaceus,,Phylloscopidae,0
1,Phylloscopus ibericus,Phylloscopus ibericus,Phylloscopus_ibericus,,Phylloscopidae,0
1,Phylloscopus ijimae,Phylloscopus ijimae,Phylloscopus_ijimae,,Phylloscopidae,0
1,Phylloscopus coronatus,Phylloscopus coronatus,Phylloscopus_coronatus,,Phylloscopidae,0
1,Phylloscopus orientalis,Phylloscopus orientalis,Phylloscopus_orientalis,,Phylloscopidae,1
1,Phylloscopus bonelli,Phylloscopus bonelli,Phylloscopus_bonelli,,Phylloscopidae,1
1,Phylloscopus sibilatrix,Phylloscopus sibilatrix,Phylloscopus_sibilatrix,,Phylloscopidae,1
1,Phylloscopus fuscatus,Phylloscopus fuscatus,Phylloscopus_fuscatus,,Phylloscopidae,0
1,Phylloscopus fuligiventer,Phylloscopus fuligiventer,Phylloscopus_fuligiventer,,Phylloscopidae,0
1,Phylloscopus trochilus,Phylloscopus trochilus,Phylloscopus_trochilus,,Phylloscopidae,1
1,Phylloscopus collybita,Phylloscopus collybita,Phylloscopus_collybita,,Phylloscopidae,1
1,Phylloscopus canariensis,Phylloscopus canariensis,Phylloscopus_canariensis,,Phylloscopidae,0
1,Phylloscopus sindianus,Phylloscopus sindianus,Phylloscopus_sindianus,,Phylloscopidae,1
1,Phylloscopus affinis,Phylloscopus affinis,Phylloscopus_affinis,,Phylloscopidae,0
0,Phylloscopus neglectus,Phylloscopus neglectus,Phylloscopus_neglectus,,Phylloscopidae,0
1,Phylloscopus griseolus,Phylloscopus griseolus,Phylloscopus_griseolus,,Phylloscopidae,0
1,Phylloscopus subviridis,Phylloscopus subviridis,Phylloscopus_subviridis,,Phylloscopidae,0
1,Phylloscopus schwarzi,Phylloscopus schwarzi,Phylloscopus_schwarzi,,Phylloscopidae,0
1,Phylloscopus tytleri,Phylloscopus tytleri,Phylloscopus_tytleri,,Phylloscopidae,0
1,Phylloscopus maculipennis,Phylloscopus maculipennis,Phylloscopus_maculipennis,,Phylloscopidae,0
1,Phylloscopus pulcher,Phylloscopus pulcher,Phylloscopus_pulcher,,Phylloscopidae,0
1,Phylloscopus yunnanensis,Phylloscopus yunnanensis,Phylloscopus_yunnanensis,,Phylloscopidae,0
1,Phylloscopus proregulus,Phylloscopus proregulus,Phylloscopus_proregulus,,Phylloscopidae,0
1,Phylloscopus kansuensis,Phylloscopus kansuensis,Phylloscopus_kansuensis,,Phylloscopidae,0
1,Phylloscopus chloronotus,Phylloscopus chloronotus,Phylloscopus_chloronotus,,Phylloscopidae,0
1,Phylloscopus forresti,Phylloscopus forresti,Phylloscopus_forresti,,Phylloscopidae,0
1,Phylloscopus humei,Phylloscopus humei,Phylloscopus_humei,,Phylloscopidae,0
1,Phylloscopus inornatus,Phylloscopus inornatus,Phylloscopus_inornatus,,Phylloscopidae,0
1,Erythrocercus holochlorus,Erythrocercus holochlorus,Erythrocercus_holochlorus,,Erythrocercidae,0
1,Erythrocercus livingstonei,Erythrocercus livingstonei,Erythrocercus_livingstonei,,Erythrocercidae,0
1,Erythrocercus mccallii,Erythrocercus mccallii,Erythrocercus_mccallii,,Erythrocercidae,0
0,Hyliota violacea,Hyliota violacea,Hyliota_violacea,,Hyliotidae,0
0,Hyliota usambara,Hyliota usambara,Hyliota_usambara,,Hyliotidae,0
0,Hyliota flavigaster,Hyliota flavigaster,Hyliota_flavigaster,,Hyliotidae,0
0,Hyliota australis,Hyliota australis,Hyliota_australis,,Hyliotidae,0
0,Amaurocichla bocagei,Amaurocichla bocagii,Amaurocichla_bocagei,,Motacillidae,0
0,Scotocerca inquieta,Scotocerca inquieta,Scotocerca_inquieta,,Scotocercidae,0
0,Nesillas mariae,Nesillas mariae,Nesillas_mariae,,Acrocephalidae,0
0,Nesillas brevicaudata,Nesillas brevicaudata,Nesillas_brevicaudata,,Acrocephalidae,0
0,Nesillas typica,Nesillas typica,Nesillas_typica,,Acrocephalidae,0
0,Nesillas lantzii,Nesillas lantzii,Nesillas_lantzii,,Acrocephalidae,0
1,Hippolais polyglotta,Hippolais polyglotta,Hippolais_polyglotta,,Acrocephalidae,1
1,Hippolais icterina,Hippolais icterina,Hippolais_icterina,,Acrocephalidae,1
0,Randia pseudozosterops,Randia pseudozosterops,Randia_pseudozosterops,,Bernieridae,0
0,Hippolais languida,Hippolais languida,Hippolais_languida,,Acrocephalidae,0
0,Hippolais olivetorum,Hippolais olivetorum,Hippolais_olivetorum,,Acrocephalidae,1
1,Hemitesia neumanni,Urosphena neumanni,Hemitesia_neumanni,,Cettiidae,0
1,Chloropeta gracilirostris,Calamonastides gracilirostris,Chloropeta_gracilirostris,,Acrocephalidae,0
0,Eremiornis carteri,Megalurus carteri,Eremiornis_carteri,,Locustellidae,0
0,Hippolais caligata,Iduna caligata,Hippolais_caligata,,Acrocephalidae,0
0,Hippolais rama,Iduna rama,Hippolais_rama,,Acrocephalidae,0
1,Chloropeta natalensis,Iduna natalensis,Chloropeta_natalensis,,Acrocephalidae,0
1,Chloropeta similis,Iduna similis,Chloropeta_similis,,Acrocephalidae,0
0,Hippolais opaca,Iduna opaca,Hippolais_opaca,,Acrocephalidae,1
0,Hippolais pallida,Iduna pallida,Hippolais_pallida,,Acrocephalidae,1
0,Acrocephalus aedon,Iduna aedon,Acrocephalus_aedon,,Acrocephalidae,0
0,Acrocephalus griseldis,Acrocephalus griseldis,Acrocephalus_griseldis,,Acrocephalidae,0
0,Acrocephalus rodericanus,Acrocephalus rodericanus,Acrocephalus_rodericanus,,Acrocephalidae,0
1,Acrocephalus luscinius,Acrocephalus luscinius,Acrocephalus_luscinius,,Acrocephalidae,0
0,Acrocephalus brevipennis,Acrocephalus brevipennis,Acrocephalus_brevipennis,,Acrocephalidae,1
0,Acrocephalus rufescens,Acrocephalus rufescens,Acrocephalus_rufescens,,Acrocephalidae,0
0,Acrocephalus gracilirostris,Acrocephalus gracilirostris,Acrocephalus_gracilirostris,,Acrocephalidae,0
0,Acrocephalus newtoni,Acrocephalus newtoni,Acrocephalus_newtoni,,Acrocephalidae,0
0,Acrocephalus sechellensis,Acrocephalus sechellensis,Acrocephalus_sechellensis,,Acrocephalidae,0
0,Acrocephalus arundinaceus,Acrocephalus arundinaceus,Acrocephalus_arundinaceus,,Acrocephalidae,1
0,Acrocephalus taiti,Acrocephalus taiti,Acrocephalus_taiti,,Acrocephalidae,1
1,Acrocephalus vaughani,Acrocephalus vaughani,Acrocephalus_vaughani,,Acrocephalidae,0
0,Acrocephalus rehsei,Acrocephalus rehsei,Acrocephalus_rehsei,,Acrocephalidae,0
0,Acrocephalus kerearako,Acrocephalus kerearako,Acrocephalus_kerearako,,Acrocephalidae,0
1,Acrocephalus atyphus,Acrocephalus atyphus,Acrocephalus_atyphus,,Acrocephalidae,0
1,Acrocephalus mendanae,Acrocephalus mendanae,Acrocephalus_mendanae,,Acrocephalidae,1
1,Acrocephalus caffer,Acrocephalus caffer,Acrocephalus_caffer,,Acrocephalidae,1
0,Acrocephalus australis,Acrocephalus australis,Acrocephalus_australis,,Acrocephalidae,0
0,Acrocephalus aequinoctialis,Acrocephalus aequinoctialis,Acrocephalus_aequinoctialis,,Acrocephalidae,0
0,Acrocephalus familiaris,Acrocephalus familiaris,Acrocephalus_familiaris,,Acrocephalidae,0
0,Acrocephalus stentoreus,Acrocephalus stentoreus,Acrocephalus_stentoreus,,Acrocephalidae,0
1,Acrocephalus paludicola,Acrocephalus paludicola,Acrocephalus_paludicola,,Acrocephalidae,0
0,Acrocephalus bistrigiceps,Acrocephalus bistrigiceps,Acrocephalus_bistrigiceps,,Acrocephalidae,0
1,Acrocephalus melanopogon,Acrocephalus melanopogon,Acrocephalus_melanopogon,,Acrocephalidae,1
1,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,Acrocephalus_schoenobaenus,,Acrocephalidae,1
0,Acrocephalus dumetorum,Acrocephalus dumetorum,Acrocephalus_dumetorum,,Acrocephalidae,0
0,Acrocephalus scirpaceus,Acrocephalus scirpaceus,Acrocephalus_scirpaceus,,Acrocephalidae,1
0,Buettikoferella bivittata,Buettikoferella bivittata,Buettikoferella_bivittata,,Locustellidae,0
1,Acrocephalus baeticatus,Acrocephalus baeticatus,Acrocephalus_baeticatus,,Acrocephalidae,0
0,Acrocephalus agricola,Acrocephalus agricola,Acrocephalus_agricola,,Acrocephalidae,0
0,Bowdleria punctata,Megalurus punctatus,Bowdleria_punctata,,Locustellidae,0
0,Acrocephalus concinens,Acrocephalus concinens,Acrocephalus_concinens,,Acrocephalidae,0
0,Donacobius atricapilla,Donacobius atricapilla,Donacobius_atricapilla,,Donacobiidae,0
1,Thamnornis chloropetoides,Thamnornis chloropetoides,Thamnornis_chloropetoides,,Bernieridae,0
1,Oxylabes madagascariensis,Oxylabes madagascariensis,Oxylabes_madagascariensis,,Bernieridae,0
1,Neomixis flavoviridis,Hartertula flavoviridis,Neomixis_flavoviridis,,Bernieridae,0
1,Cryptosylvicola randrianasoloi,Cryptosylvicola randrianasoloi,Cryptosylvicola_randrianasoloi,,Bernieridae,0
1,Crossleyia xanthophrys,Crossleyia xanthophrys,Crossleyia_xanthophrys,,Bernieridae,0
0,Locustella lanceolata,Locustella lanceolata,Locustella_lanceolata,,Locustellidae,0
0,Bradypterus major,Locustella major,Bradypterus_major,,Locustellidae,0
0,Locustella fluviatilis,Locustella fluviatilis,Locustella_fluviatilis,,Locustellidae,0
0,Locustella luscinioides,Locustella luscinioides,Locustella_luscinioides,,Locustellidae,0
0,Amphilais seebohmi,Amphilais seebohmi,Amphilais_seebohmi,,Locustellidae,0
0,Bradypterus castaneus,Locustella castanea,Bradypterus_castaneus,,Locustellidae,0
0,Bradypterus thoracicus,Locustella thoracica,Bradypterus_thoracicus,,Locustellidae,0
0,Bradypterus davidi,Locustella davidi,Bradypterus_davidi,,Locustellidae,0
0,Bradypterus montis,Locustella montis,Bradypterus_montis,,Locustellidae,0
0,Bradypterus mandelli,Locustella mandelli,Bradypterus_mandelli,,Locustellidae,0
0,Bradypterus tacsanowskius,Locustella tacsanowskia,Bradypterus_tacsanowskius,,Locustellidae,0
0,Bradypterus accentor,Locustella accentor,Bradypterus_accentor,,Locustellidae,0
0,Locustella naevia,Locustella naevia,Locustella_naevia,,Locustellidae,0
0,Locustella ochotensis,Locustella ochotensis,Locustella_ochotensis,,Locustellidae,0
0,Locustella pleskei,Locustella pleskei,Locustella_pleskei,,Locustellidae,0
0,Locustella certhiola,Locustella certhiola,Locustella_certhiola,,Locustellidae,0
0,Locustella fasciolata,Locustella fasciolata,Locustella_fasciolata,,Locustellidae,0
0,Megalurus gramineus,Megalurus gramineus,Megalurus_gramineus,,Locustellidae,0
0,Megalurus albolimbatus,Megalurus albolimbatus,Megalurus_albolimbatus,,Locustellidae,0
0,Cincloramphus mathewsi,Megalurus mathewsi,Cincloramphus_mathewsi,,Locustellidae,0
0,Cincloramphus cruralis,Megalurus cruralis,Cincloramphus_cruralis,,Locustellidae,0
0,Megalurus palustris,Megalurus palustris,Megalurus_palustris,,Locustellidae,0
0,Bradypterus sylvaticus,Bradypterus sylvaticus,Bradypterus_sylvaticus,,Locustellidae,0
0,Bradypterus alfredi,Bradypterus alfredi,Bradypterus_alfredi,,Locustellidae,0
0,Bradypterus barratti,Bradypterus barratti,Bradypterus_barratti,,Locustellidae,0
0,Dromaeocercus brunneus,Bradypterus brunneus,Dromaeocercus_brunneus,,Locustellidae,0
0,Bradypterus palliseri,Elaphrornis palliseri,Bradypterus_palliseri,,Locustellidae,0
0,Bradypterus baboecala,Bradypterus baboecala,Bradypterus_baboecala,,Locustellidae,0
0,Bradypterus alishanensis,Locustella alishanensis,Bradypterus_alishanensis,,Locustellidae,0
0,Bradypterus carpalis,Bradypterus carpalis,Bradypterus_carpalis,,Locustellidae,0
0,Schoenicola brevirostris,Schoenicola brevirostris,Schoenicola_brevirostris,,Locustellidae,0
0,Schoenicola platyurus,Schoenicola platyurus,Schoenicola_platyurus,,Locustellidae,0
0,Bradypterus lopezi,Bradypterus lopezi,Bradypterus_lopezi,,Locustellidae,0
0,Bradypterus graueri,Bradypterus graueri,Bradypterus_graueri,,Locustellidae,0
0,Bradypterus cinnamomeus,Bradypterus cinnamomeus,Bradypterus_cinnamomeus,,Locustellidae,0
0,Megalurus timoriensis,Megalurus timoriensis,Megalurus_timoriensis,,Locustellidae,0
0,Bradypterus bangwaensis,Bradypterus bangwaensis,Bradypterus_bangwaensis,,Locustellidae,0
0,Bradypterus luteoventris,Locustella luteoventris,Bradypterus_luteoventris,,Locustellidae,0
0,Bradypterus caudatus,Locustella caudata,Bradypterus_caudatus,,Locustellidae,0
0,Megalurulus grosvenori,Megalurulus grosvenori,Megalurulus_grosvenori,,Locustellidae,0
0,Megalurulus rubiginosus,Megalurulus rubiginosus,Megalurulus_rubiginosus,,Locustellidae,0
0,Megalurulus mariei,Megalurulus mariei,Megalurulus_mariei,,Locustellidae,0
0,Chaetornis striata,Chaetornis striata,Chaetornis_striata,,Locustellidae,0
0,Acrocephalus palustris,Acrocephalus palustris,Acrocephalus_palustris,,Acrocephalidae,1
0,Locustella pryeri,Locustella pryeri,Locustella_pryeri,,Locustellidae,0
1,Myzornis pyrrhoura,Myzornis pyrrhoura,Myzornis_pyrrhoura,,Sylviidae,1
0,Stachyris plateni,Dasycrotapha plateni,Stachyris_plateni,,Zosteropidae,1
1,Dasycrotapha speciosa,Dasycrotapha speciosa,Dasycrotapha_speciosa,,Zosteropidae,0
1,Malia grata,Malia grata,Malia_grata,,Pycnonotidae,0
1,Stachyris dennistouni,Sterrhoptilus dennistouni,Stachyris_dennistouni,,Zosteropidae,0
1,Stachyris whiteheadi,Zosterornis whiteheadi,Stachyris_whiteheadi,,Zosteropidae,1
0,Stachyris grammiceps,Stachyris grammiceps,Stachyris_grammiceps,,Timaliidae,0
0,Stachyris striata,Zosterornis striatus,Stachyris_striata,,Zosteropidae,1
0,Rhopocichla atriceps,Rhopocichla atriceps,Rhopocichla_atriceps,,Timaliidae,0
1,Stachyris hypogrammica,Zosterornis hypogrammicus,Stachyris_hypogrammica,,Zosteropidae,0
0,Stachyris pygmaea,Dasycrotapha pygmaea,Stachyris_pygmaea,,Zosteropidae,1
1,Lophozosterops pinaiae,Lophozosterops pinaiae,Lophozosterops_pinaiae,,Zosteropidae,1
1,Lophozosterops goodfellowi,Lophozosterops goodfellowi,Lophozosterops_goodfellowi,,Zosteropidae,0
1,Lophozosterops javanicus,Lophozosterops javanicus,Lophozosterops_javanicus,,Zosteropidae,1
1,Lophozosterops squamiceps,Lophozosterops squamiceps,Lophozosterops_squamiceps,,Zosteropidae,1
1,Oculocincta squamifrons,Oculocincta squamifrons,Oculocincta_squamifrons,,Zosteropidae,1
1,Heleia muelleri,Heleia muelleri,Heleia_muelleri,,Zosteropidae,1
0,Ptilocichla leucogrammica,Ptilocichla leucogrammica,Ptilocichla_leucogrammica,,Pellorneidae,0
0,Ptilocichla mindanensis,Ptilocichla mindanensis,Ptilocichla_mindanensis,,Pellorneidae,0
0,Ptilocichla falcata,Ptilocichla falcata,Ptilocichla_falcata,,Pellorneidae,1
1,Zosterops chloronothus,Zosterops chloronothos,Zosterops_chloronothus,,Zosteropidae,0
1,Chlorocharis emiliae,Chlorocharis emiliae,Chlorocharis_emiliae,,Zosteropidae,1
1,Zosterops montanus,Zosterops montanus,Zosterops_montanus,,Zosteropidae,1
1,Zosterops japonicus,Zosterops japonicus,Zosterops_japonicus,,Zosteropidae,1
1,Zosterops nehrkorni,Zosterops nehrkorni,Zosterops_nehrkorni,,Zosteropidae,0
