carotenoide,JETZ,IOC,Name,HBW,Familia,frugivoro
0,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea_gularis,,Furnariidae,0
0,Phacellodomus ruber,Phacellodomus ruber,Phacellodomus_ruber,,Furnariidae,0
0,Phacellodomus striaticollis,Phacellodomus striaticollis,Phacellodomus_striaticollis,,Furnariidae,0
0,Phacellodomus inornatus,Phacellodomus inornatus,Phacellodomus_inornatus,,Furnariidae,0
0,Phacellodomus dorsalis,Phacellodomus dorsalis,Phacellodomus_dorsalis,,Furnariidae,0
0,Phacellodomus maculipectus,Phacellodomus maculipectus,Phacellodomus_maculipectus,,Furnariidae,0
0,Phacellodomus erythrophthalmus,Phacellodomus erythrophthalmus,Phacellodomus_erythrophthalmus,,Furnariidae,0
0,Phacellodomus ferrugineigula,Phacellodomus ferrugineigula,Phacellodomus_ferrugineigula,,Furnariidae,0
0,Phacellodomus striaticeps,Phacellodomus striaticeps,Phacellodomus_striaticeps,,Furnariidae,0
0,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus_rufifrons,,Furnariidae,0
0,Phacellodomus sibilatrix,Phacellodomus sibilatrix,Phacellodomus_sibilatrix,,Furnariidae,0
0,Aphrastura masafuerae,Aphrastura masafuerae,Aphrastura_masafuerae,,Furnariidae,0
1,Aphrastura spinicauda,Aphrastura spinicauda,Aphrastura_spinicauda,,Furnariidae,1
0,Margarornis rubiginosus,Margarornis rubiginosus,Margarornis_rubiginosus,,Furnariidae,0
1,Margarornis squamiger,Margarornis squamiger,Margarornis_squamiger,,Furnariidae,0
0,Margarornis bellulus,Margarornis bellulus,Margarornis_bellulus,,Furnariidae,0
0,Margarornis stellatus,Margarornis stellatus,Margarornis_stellatus,,Furnariidae,0
0,Premnoplex tatei,Premnoplex tatei,Premnoplex_tatei,,Furnariidae,0
0,Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,,Furnariidae,0
0,Ancistrops strigilatus,Ancistrops strigilatus,Ancistrops_strigilatus,,Furnariidae,0
0,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus_contaminatus,,Furnariidae,0
0,Philydor atricapillus,Philydor atricapillus,Philydor_atricapillus,,Furnariidae,0
0,Philydor fuscipenne,Philydor fuscipenne,Philydor_fuscipenne,,Furnariidae,0
1,Philydor erythrocercum,Philydor erythrocercum,Philydor_erythrocercum,,Furnariidae,0
0,Philydor pyrrhodes,Philydor pyrrhodes,Philydor_pyrrhodes,,Furnariidae,0
0,Philydor lichtensteini,Philydor lichtensteini,Philydor_lichtensteini,,Furnariidae,0
0,Philydor novaesi,Philydor novaesi,Philydor_novaesi,,Furnariidae,0
0,Philydor erythropterum,Philydor erythropterum,Philydor_erythropterum,,Furnariidae,0
1,Philydor ruficaudatum,Philydor ruficaudatum,Philydor_ruficaudatum,,Furnariidae,0
0,Philydor rufum,Philydor rufum,Philydor_rufum,,Furnariidae,0
0,Anabazenops dorsalis,Anabazenops dorsalis,Anabazenops_dorsalis,,Furnariidae,0
0,Anabazenops fuscus,Anabazenops fuscus,Anabazenops_fuscus,,Furnariidae,0
0,Anabacerthia variegaticeps,Anabacerthia variegaticeps,Anabacerthia_variegaticeps,,Furnariidae,0
0,Anabacerthia striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,,Furnariidae,0
0,Anabacerthia amaurotis,Anabacerthia amaurotis,Anabacerthia_amaurotis,,Furnariidae,0
0,Simoxenops striatus,Simoxenops striatus,Simoxenops_striatus,,Furnariidae,0
0,Simoxenops ucayalae,Simoxenops ucayalae,Simoxenops_ucayalae,,Furnariidae,0
0,Syndactyla roraimae,Syndactyla roraimae,Syndactyla_roraimae,,Furnariidae,0
0,Syndactyla ruficollis,Syndactyla ruficollis,Syndactyla_ruficollis,,Furnariidae,0
0,Syndactyla guttulata,Syndactyla guttulata,Syndactyla_guttulata,,Furnariidae,0
0,Syndactyla subalaris,Syndactyla subalaris,Syndactyla_subalaris,,Furnariidae,0
0,Syndactyla rufosuperciliata,Syndactyla rufosuperciliata,Syndactyla_rufosuperciliata,,Furnariidae,0
0,Megaxenops parnaguae,Megaxenops parnaguae,Megaxenops_parnaguae,,Furnariidae,0
0,Hylocryptus erythrocephalus,Hylocryptus erythrocephalus,Hylocryptus_erythrocephalus,,Furnariidae,0
0,Hylocryptus rectirostris,Hylocryptus rectirostris,Hylocryptus_rectirostris,,Furnariidae,0
0,Automolus rubiginosus,Automolus rubiginosus,Automolus_rubiginosus,,Furnariidae,0
0,Automolus leucophthalmus,Automolus leucophthalmus,Automolus_leucophthalmus,,Furnariidae,0
0,Hyloctistes virgatus,Hyloctistes virgatus,Hyloctistes_virgatus,,Furnariidae,0
0,Hyloctistes subulatus,Hyloctistes subulatus,Hyloctistes_subulatus,,Furnariidae,0
0,Automolus ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,,Furnariidae,0
0,Cichlocolaptes leucophrus,Cichlocolaptes leucophrus,Cichlocolaptes_leucophrus,,Furnariidae,0
0,Automolus rufipileatus,Automolus rufipileatus,Automolus_rufipileatus,,Furnariidae,0
0,Automolus melanopezus,Automolus melanopezus,Automolus_melanopezus,,Furnariidae,0
0,Thripadectes scrutator,Thripadectes scrutator,Thripadectes_scrutator,,Furnariidae,0
0,Thripadectes melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,,Furnariidae,0
0,Thripadectes virgaticeps,Thripadectes virgaticeps,Thripadectes_virgaticeps,,Furnariidae,0
0,Thripadectes holostictus,Thripadectes holostictus,Thripadectes_holostictus,,Furnariidae,0
0,Thripadectes flammulatus,Thripadectes flammulatus,Thripadectes_flammulatus,,Furnariidae,0
0,Thripadectes rufobrunneus,Thripadectes rufobrunneus,Thripadectes_rufobrunneus,,Furnariidae,0
0,Thripadectes ignobilis,Thripadectes ignobilis,Thripadectes_ignobilis,,Furnariidae,0
0,Xenops milleri,Microxenops milleri,Xenops_milleri,,Furnariidae,0
0,Xenops tenuirostris,Xenops tenuirostris,Xenops_tenuirostris,,Furnariidae,0
0,Ochetorhynchus melanura,Ochetorhynchus melanurus,Ochetorhynchus_melanura,,Furnariidae,0
0,Ochetorhynchus andaecola,Ochetorhynchus andaecola,Ochetorhynchus_andaecola,,Furnariidae,0
0,Ochetorhynchus ruficaudus,Ochetorhynchus ruficaudus,Ochetorhynchus_ruficaudus,,Furnariidae,0
0,Ochetorhynchus phoenicurus,Ochetorhynchus phoenicurus,Ochetorhynchus_phoenicurus,,Furnariidae,0
0,Pygarrhichas albogularis,Pygarrhichas albogularis,Pygarrhichas_albogularis,,Furnariidae,0
0,Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,,Furnariidae,0
0,Hylexetastes stresemanni,Hylexetastes stresemanni,Hylexetastes_stresemanni,,Furnariidae,0
0,Hylexetastes perrotii,Hylexetastes perrotii,Hylexetastes_perrotii,,Furnariidae,0
0,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Xiphocolaptes_promeropirhynchus,,Furnariidae,0
0,Xiphocolaptes major,Xiphocolaptes major,Xiphocolaptes_major,,Furnariidae,0
0,Xiphocolaptes albicollis,Xiphocolaptes albicollis,Xiphocolaptes_albicollis,,Furnariidae,0
0,Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,Xiphocolaptes_falcirostris,,Furnariidae,0
0,Dendrocolaptes picumnus,Dendrocolaptes picumnus,Dendrocolaptes_picumnus,,Furnariidae,0
0,Dendrocolaptes platyrostris,Dendrocolaptes platyrostris,Dendrocolaptes_platyrostris,,Furnariidae,0
0,Dendrocolaptes sanctithomae,Dendrocolaptes sanctithomae,Dendrocolaptes_sanctithomae,,Furnariidae,0
0,Dendrocolaptes certhia,Dendrocolaptes certhia,Dendrocolaptes_certhia,,Furnariidae,0
0,Dendrocolaptes hoffmannsi,Dendrocolaptes hoffmannsi,Dendrocolaptes_hoffmannsi,,Furnariidae,0
0,Nasica longirostris,Nasica longirostris,Nasica_longirostris,,Furnariidae,0
0,Dendrexetastes rufigula,Dendrexetastes rufigula,Dendrexetastes_rufigula,,Furnariidae,1
0,Lepidocolaptes falcinellus,Lepidocolaptes falcinellus,Lepidocolaptes_falcinellus,,Furnariidae,0
0,Lepidocolaptes souleyetii,Lepidocolaptes souleyetii,Lepidocolaptes_souleyetii,,Furnariidae,1
0,Lepidocolaptes angustirostris,Lepidocolaptes angustirostris,Lepidocolaptes_angustirostris,,Furnariidae,0
0,Lepidocolaptes albolineatus,Lepidocolaptes albolineatus,Lepidocolaptes_albolineatus,,Furnariidae,0
0,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,Lepidocolaptes_lacrymiger,,Furnariidae,0
0,Lepidocolaptes leucogaster,Lepidocolaptes leucogaster,Lepidocolaptes_leucogaster,,Furnariidae,0
0,Lepidocolaptes squamatus,Lepidocolaptes squamatus,Lepidocolaptes_squamatus,,Furnariidae,0
0,Campylorhamphus pucherani,Drymotoxeres pucheranii,Campylorhamphus_pucherani,,Furnariidae,0
0,Drymornis bridgesii,Drymornis bridgesii,Drymornis_bridgesii,,Furnariidae,0
0,Campylorhamphus falcularius,Campylorhamphus falcularius,Campylorhamphus_falcularius,,Furnariidae,0
0,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Campylorhamphus_trochilirostris,,Furnariidae,0
0,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus_procurvoides,,Furnariidae,0
0,Campylorhamphus pusillus,Campylorhamphus pusillus,Campylorhamphus_pusillus,,Furnariidae,0
0,Dendroplex picus,Dendroplex picus,Dendroplex_picus,,Furnariidae,0
1,Xiphorhynchus fuscus,Xiphorhynchus fuscus,Xiphorhynchus_fuscus,,Furnariidae,0
1,Xiphorhynchus spixii,Xiphorhynchus spixii,Xiphorhynchus_spixii,,Furnariidae,0
1,Xiphorhynchus elegans,Xiphorhynchus elegans,Xiphorhynchus_elegans,,Furnariidae,0
1,Xiphorhynchus pardalotus,Xiphorhynchus pardalotus,Xiphorhynchus_pardalotus,,Furnariidae,0
1,Xiphorhynchus lachrymosus,Xiphorhynchus lachrymosus,Xiphorhynchus_lachrymosus,,Furnariidae,0
1,Xiphorhynchus flavigaster,Xiphorhynchus flavigaster,Xiphorhynchus_flavigaster,,Furnariidae,0
1,Xiphorhynchus guttatus,Xiphorhynchus guttatus,Xiphorhynchus_guttatus,,Furnariidae,0
1,Xiphorhynchus susurrans,Xiphorhynchus susurrans,Xiphorhynchus_susurrans,,Furnariidae,0
1,Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,Xiphorhynchus_obsoletus,,Furnariidae,0
1,Sittasomus griseicapillus,Sittasomus griseicapillus,Sittasomus_griseicapillus,,Furnariidae,0
0,Deconychura stictolaema,Deconychura stictolaema,Deconychura_stictolaema,,Furnariidae,0
0,Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,,Furnariidae,0
0,Dendrocincla turdina,Dendrocincla turdina,Dendrocincla_turdina,,Furnariidae,0
0,Dendrocincla homochroa,Dendrocincla homochroa,Dendrocincla_homochroa,,Furnariidae,0
0,Dendrocincla anabatina,Dendrocincla anabatina,Dendrocincla_anabatina,,Furnariidae,0
0,Dendrocincla fuliginosa,Dendrocincla fuliginosa,Dendrocincla_fuliginosa,,Furnariidae,0
0,Dendrocincla merula,Dendrocincla merula,Dendrocincla_merula,,Furnariidae,0
0,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus_mexicanus,,Furnariidae,0
0,Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,,Furnariidae,0
0,Sclerurus scansor,Sclerurus scansor,Sclerurus_scansor,,Furnariidae,0
0,Sclerurus albigularis,Sclerurus albigularis,Sclerurus_albigularis,,Furnariidae,0
0,Sclerurus guatemalensis,Sclerurus guatemalensis,Sclerurus_guatemalensis,,Furnariidae,0
0,Sclerurus rufigularis,Sclerurus rufigularis,Sclerurus_rufigularis,,Furnariidae,0
0,Geositta antarctica,Geositta antarctica,Geositta_antarctica,,Furnariidae,0
0,Geositta saxicolina,Geositta saxicolina,Geositta_saxicolina,,Furnariidae,0
0,Geositta isabellina,Geositta isabellina,Geositta_isabellina,,Furnariidae,0
0,Geositta maritima,Geositta maritima,Geositta_maritima,,Furnariidae,0
0,Geositta poeciloptera,Geositta poeciloptera,Geositta_poeciloptera,,Furnariidae,0
0,Geositta crassirostris,Geositta crassirostris,Geositta_crassirostris,,Furnariidae,0
0,Geositta punensis,Geositta punensis,Geositta_punensis,,Furnariidae,0
0,Geositta rufipennis,Geositta rufipennis,Geositta_rufipennis,,Furnariidae,0
0,Geositta peruviana,Geositta peruviana,Geositta_peruviana,,Furnariidae,0
0,Geositta cunicularia,Geositta cunicularia,Geositta_cunicularia,,Furnariidae,0
0,Geositta tenuirostris,Geositta tenuirostris,Geositta_tenuirostris,,Furnariidae,0
0,Chamaeza campanisona,Chamaeza campanisona,Chamaeza_campanisona,,Formicariidae,1
0,Chamaeza mollissima,Chamaeza mollissima,Chamaeza_mollissima,,Formicariidae,0
0,Chamaeza ruficauda,Chamaeza ruficauda,Chamaeza_ruficauda,,Formicariidae,0
0,Formicarius rufifrons,Formicarius rufifrons,Formicarius_rufifrons,,Formicariidae,0
0,Formicarius nigricapillus,Formicarius nigricapillus,Formicarius_nigricapillus,,Formicariidae,0
0,Formicarius analis,Formicarius analis,Formicarius_analis,,Formicariidae,1
0,Formicarius colma,Formicarius colma,Formicarius_colma,,Formicariidae,0
0,Formicarius moniliger,Formicarius moniliger,Formicarius_moniliger,,Formicariidae,0
0,Merulaxis stresemanni,Merulaxis stresemanni,Merulaxis_stresemanni,,Rhinocryptidae,0
0,Eleoscytalopus indigoticus,Eleoscytalopus indigoticus,Eleoscytalopus_indigoticus,,Rhinocryptidae,0
0,Scytalopus urubambae,Scytalopus urubambae,Scytalopus_urubambae,,Rhinocryptidae,0
0,Scytalopus parkeri,Scytalopus parkeri,Scytalopus_parkeri,,Rhinocryptidae,0
0,Scytalopus pachecoi,Scytalopus pachecoi,Scytalopus_pachecoi,,Rhinocryptidae,0
0,Scytalopus atratus,Scytalopus atratus,Scytalopus_atratus,,Rhinocryptidae,0
0,Scytalopus argentifrons,Scytalopus argentifrons,Scytalopus_argentifrons,,Rhinocryptidae,0
0,Scytalopus spillmanni,Scytalopus spillmanni,Scytalopus_spillmanni,,Rhinocryptidae,0
0,Scytalopus latebricola,Scytalopus latebricola,Scytalopus_latebricola,,Rhinocryptidae,0
0,Scytalopus iraiensis,Scytalopus iraiensis,Scytalopus_iraiensis,,Rhinocryptidae,0
0,Scytalopus novacapitalis,Scytalopus novacapitalis,Scytalopus_novacapitalis,,Rhinocryptidae,0
0,Scytalopus speluncae,Scytalopus speluncae,Scytalopus_speluncae,,Rhinocryptidae,0
0,Scytalopus zimmeri,Scytalopus zimmeri,Scytalopus_zimmeri,,Rhinocryptidae,0
0,Scytalopus rodriguezi,Scytalopus rodriguezi,Scytalopus_rodriguezi,,Rhinocryptidae,0
0,Scytalopus chocoensis,Scytalopus chocoensis,Scytalopus_chocoensis,,Rhinocryptidae,0
0,Scytalopus affinis,Scytalopus affinis,Scytalopus_affinis,,Rhinocryptidae,0
0,Scytalopus acutirostris,Scytalopus acutirostris,Scytalopus_acutirostris,,Rhinocryptidae,0
0,Scytalopus canus,Scytalopus canus,Scytalopus_canus,,Rhinocryptidae,1
0,Scytalopus simonsi,Scytalopus simonsi,Scytalopus_simonsi,,Rhinocryptidae,0
0,Scytalopus vicinior,Scytalopus vicinior,Scytalopus_vicinior,,Rhinocryptidae,0
0,Scytalopus latrans,Scytalopus latrans,Scytalopus_latrans,,Rhinocryptidae,0
0,Scytalopus micropterus,Scytalopus micropterus,Scytalopus_micropterus,,Rhinocryptidae,0
0,Scytalopus schulenbergi,Scytalopus schulenbergi,Scytalopus_schulenbergi,,Rhinocryptidae,0
0,Eugralla paradoxa,Eugralla paradoxa,Eugralla_paradoxa,,Rhinocryptidae,0
0,Scelorchilus rubecula,Scelorchilus rubecula,Scelorchilus_rubecula,,Rhinocryptidae,0
0,Scelorchilus albicollis,Scelorchilus albicollis,Scelorchilus_albicollis,,Rhinocryptidae,0
0,Pteroptochos castaneus,Pteroptochos castaneus,Pteroptochos_castaneus,,Rhinocryptidae,0
0,Pteroptochos tarnii,Pteroptochos tarnii,Pteroptochos_tarnii,,Rhinocryptidae,1
0,Pteroptochos megapodius,Pteroptochos megapodius,Pteroptochos_megapodius,,Rhinocryptidae,1
0,Acropternis orthonyx,Acropternis orthonyx,Acropternis_orthonyx,,Rhinocryptidae,0
0,Rhinocrypta lanceolata,Rhinocrypta lanceolata,Rhinocrypta_lanceolata,,Rhinocryptidae,0
0,Teledromas fuscus,Teledromas fuscus,Teledromas_fuscus,,Rhinocryptidae,0
0,Liosceles thoracicus,Liosceles thoracicus,Liosceles_thoracicus,,Rhinocryptidae,0
0,Psilorhamphus guttatus,Psilorhamphus guttatus,Psilorhamphus_guttatus,,Rhinocryptidae,0
0,Grallaria erythroleuca,Grallaria erythroleuca,Grallaria_erythroleuca,,Grallariidae,0
0,Grallaria squamigera,Grallaria squamigera,Grallaria_squamigera,,Grallariidae,0
0,Grallaria guatimalensis,Grallaria guatimalensis,Grallaria_guatimalensis,,Grallariidae,0
0,Grallaria capitalis,Grallaria capitalis,Grallaria_capitalis,,Grallariidae,0
0,Grallaria varia,Grallaria varia,Grallaria_varia,,Grallariidae,0
0,Grallaria quitensis,Grallaria quitensis,Grallaria_quitensis,,Grallariidae,1
0,Grallaria ridgelyi,Grallaria ridgelyi,Grallaria_ridgelyi,,Grallariidae,0
0,Grallaria dignissima,Grallaria dignissima,Grallaria_dignissima,,Grallariidae,0
0,Grallaria gigantea,Grallaria gigantea,Grallaria_gigantea,,Grallariidae,0
0,Grallaria haplonota,Grallaria haplonota,Grallaria_haplonota,,Grallariidae,0
0,Grallaria rufocinerea,Grallaria rufocinerea,Grallaria_rufocinerea,,Grallariidae,0
0,Grallaria andicolus,Grallaria andicolus,Grallaria_andicolus,,Grallariidae,0
0,Grallaria albigula,Grallaria albigula,Grallaria_albigula,,Grallariidae,0
0,Grallaria hypoleuca,Grallaria hypoleuca,Grallaria_hypoleuca,,Grallariidae,0
0,Grallaria erythrotis,Grallaria erythrotis,Grallaria_erythrotis,,Grallariidae,0
0,Grallaria ruficapilla,Grallaria ruficapilla,Grallaria_ruficapilla,,Grallariidae,0
0,Grallaria nuchalis,Grallaria nuchalis,Grallaria_nuchalis,,Grallariidae,0
0,Grallaria przewalskii,Grallaria przewalskii,Grallaria_przewalskii,,Grallariidae,0
0,Grallaria carrikeri,Grallaria carrikeri,Grallaria_carrikeri,,Grallariidae,0
0,Grallaria kaestneri,Grallaria kaestneri,Grallaria_kaestneri,,Grallariidae,0
0,Grallaria rufula,Grallaria rufula,Grallaria_rufula,,Grallariidae,0
0,Grallaria alleni,Grallaria alleni,Grallaria_alleni,,Grallariidae,0
0,Hylopezus berlepschi,Hylopezus berlepschi,Hylopezus_berlepschi,,Grallariidae,0
0,Hylopezus dives,Hylopezus dives,Hylopezus_dives,,Grallariidae,0
0,Hylopezus macularius,Hylopezus macularius,Hylopezus_macularius,,Grallariidae,0
0,Myrmothera campanisona,Myrmothera campanisona,Myrmothera_campanisona,,Grallariidae,0
0,Grallaricula flavirostris,Grallaricula flavirostris,Grallaricula_flavirostris,,Grallariidae,0
0,Grallaricula peruviana,Grallaricula peruviana,Grallaricula_peruviana,,Grallariidae,1
0,Grallaricula nana,Grallaricula nana,Grallaricula_nana,,Grallariidae,0
0,Grallaricula cucullata,Grallaricula cucullata,Grallaricula_cucullata,,Grallariidae,0
0,Grallaricula loricata,Grallaricula loricata,Grallaricula_loricata,,Grallariidae,0
0,Grallaricula lineifrons,Grallaricula lineifrons,Grallaricula_lineifrons,,Grallariidae,0
0,Grallaricula ferrugineipectus,Grallaricula ferrugineipectus,Grallaricula_ferrugineipectus,,Grallariidae,0
0,Atrichornis clamosus,Atrichornis clamosus,Atrichornis_clamosus,,Atrichornithidae,0
0,Atrichornis rufescens,Atrichornis rufescens,Atrichornis_rufescens,,Atrichornithidae,0
0,Menura alberti,Menura alberti,Menura_alberti,,Menuridae,0
0,Menura novaehollandiae,Menura novaehollandiae,Menura_novaehollandiae,,Menuridae,0
1,Ailuroedus melanotis,Ailuroedus melanotis,Ailuroedus_melanotis,,Ptilonorhynchidae,1
1,Ailuroedus buccoides,Ailuroedus buccoides,Ailuroedus_buccoides,,Ptilonorhynchidae,1
1,Ailuroedus crassirostris,Ailuroedus crassirostris,Ailuroedus_crassirostris,,Ptilonorhynchidae,1
1,Sericulus chrysocephalus,Sericulus chrysocephalus,Sericulus_chrysocephalus,,Ptilonorhynchidae,1
1,Sericulus bakeri,Sericulus bakeri,Sericulus_bakeri,,Ptilonorhynchidae,1
1,Sericulus aureus,Sericulus aureus,Sericulus_aureus,,Ptilonorhynchidae,1
1,Chlamydera lauterbachi,Chlamydera lauterbachi,Chlamydera_lauterbachi,,Ptilonorhynchidae,1
0,Chlamydera cerviniventris,Chlamydera cerviniventris,Chlamydera_cerviniventris,,Ptilonorhynchidae,1
1,Chlamydera guttata,Chlamydera guttata,Chlamydera_guttata,,Ptilonorhynchidae,1
1,Chlamydera nuchalis,Chlamydera nuchalis,Chlamydera_nuchalis,,Ptilonorhynchidae,1
1,Chlamydera maculata,Chlamydera maculata,Chlamydera_maculata,,Ptilonorhynchidae,1
1,Ptilonorhynchus violaceus,Ptilonorhynchus violaceus,Ptilonorhynchus_violaceus,,Ptilonorhynchidae,1
0,Scenopoeetes dentirostris,Scenopoeetes dentirostris,Scenopoeetes_dentirostris,,Ptilonorhynchidae,1
1,Prionodura newtoniana,Prionodura newtoniana,Prionodura_newtoniana,,Ptilonorhynchidae,1
1,Amblyornis macgregoriae,Amblyornis macgregoriae,Amblyornis_macgregoriae,,Ptilonorhynchidae,1
1,Amblyornis flavifrons,Amblyornis flavifrons,Amblyornis_flavifrons,,Ptilonorhynchidae,1
1,Amblyornis inornata,Amblyornis inornata,Amblyornis_inornata,,Ptilonorhynchidae,1
0,Archboldia papuensis,Archboldia papuensis,Archboldia_papuensis,,Ptilonorhynchidae,1
1,Amblyornis subalaris,Amblyornis subalaris,Amblyornis_subalaris,,Ptilonorhynchidae,1
0,Cormobates leucophaea,Cormobates leucophaea,Cormobates_leucophaea,,Climacteridae,0
0,Climacteris erythrops,Climacteris erythrops,Climacteris_erythrops,,Climacteridae,0
0,Climacteris rufus,Climacteris rufus,Climacteris_rufus,,Climacteridae,0
0,Climacteris melanurus,Climacteris melanurus,Climacteris_melanurus,,Climacteridae,0
0,Climacteris affinis,Climacteris affinis,Climacteris_affinis,,Climacteridae,0
0,Climacteris picumnus,Climacteris picumnus,Climacteris_picumnus,,Climacteridae,0
0,Cormobates placens,Cormobates placens,Cormobates_placens,,Climacteridae,0
0,Amytornis barbatus,Amytornis barbatus,Amytornis_barbatus,,Maluridae,0
0,Amytornis dorotheae,Amytornis dorotheae,Amytornis_dorotheae,,Maluridae,0
0,Amytornis woodwardi,Amytornis woodwardi,Amytornis_woodwardi,,Maluridae,0
0,Amytornis striatus,Amytornis striatus,Amytornis_striatus,,Maluridae,0
0,Amytornis purnelli,Amytornis purnelli,Amytornis_purnelli,,Maluridae,1
0,Amytornis ballarae,Amytornis ballarae,Amytornis_ballarae,,Maluridae,0
0,Amytornis goyderi,Amytornis goyderi,Amytornis_goyderi,,Maluridae,0
0,Amytornis housei,Amytornis housei,Amytornis_housei,,Maluridae,0
0,Amytornis textilis,Amytornis textilis,Amytornis_textilis,,Maluridae,1
0,Stipiturus ruficeps,Stipiturus ruficeps,Stipiturus_ruficeps,,Maluridae,0
0,Stipiturus malachurus,Stipiturus malachurus,Stipiturus_malachurus,,Maluridae,0
0,Stipiturus mallee,Stipiturus mallee,Stipiturus_mallee,,Maluridae,0
0,Malurus splendens,Malurus splendens,Malurus_splendens,,Maluridae,0
0,Malurus cyaneus,Malurus cyaneus,Malurus_cyaneus,,Maluridae,1
0,Malurus coronatus,Malurus coronatus,Malurus_coronatus,,Maluridae,0
0,Malurus alboscapulatus,Malurus alboscapulatus,Malurus_alboscapulatus,,Maluridae,0
0,Malurus pulcherrimus,Malurus pulcherrimus,Malurus_pulcherrimus,,Maluridae,0
0,Malurus elegans,Malurus elegans,Malurus_elegans,,Maluridae,0
0,Malurus amabilis,Malurus amabilis,Malurus_amabilis,,Maluridae,0
0,Malurus cyanocephalus,Malurus cyanocephalus,Malurus_cyanocephalus,,Maluridae,0
0,Malurus lamberti,Malurus lamberti,Malurus_lamberti,,Maluridae,0
1,Malurus melanocephalus,Malurus melanocephalus,Malurus_melanocephalus,,Maluridae,0
0,Malurus leucopterus,Malurus leucopterus,Malurus_leucopterus,,Maluridae,0
0,Clytomyias insignis,Clytomyias insignis,Clytomyias_insignis,,Maluridae,0
1,Sipodotus wallacii,Sipodotus wallacii,Sipodotus_wallacii,,Maluridae,0
0,Dasyornis longirostris,Dasyornis longirostris,Dasyornis_longirostris,,Dasyornithidae,0
0,Dasyornis brachypterus,Dasyornis brachypterus,Dasyornis_brachypterus,,Dasyornithidae,0
0,Dasyornis broadbenti,Dasyornis broadbenti,Dasyornis_broadbenti,,Dasyornithidae,1
1,Pardalotus rubricatus,Pardalotus rubricatus,Pardalotus_rubricatus,,Pardalotidae,0
1,Pardalotus quadragintus,Pardalotus quadragintus,Pardalotus_quadragintus,,Pardalotidae,0
1,Pardalotus striatus,Pardalotus striatus,Pardalotus_striatus,,Pardalotidae,0
1,Pardalotus punctatus,Pardalotus punctatus,Pardalotus_punctatus,,Pardalotidae,0
1,Lichenostomus fasciogularis,Lichenostomus fasciogularis,Lichenostomus_fasciogularis,,Meliphagidae,1
1,Myza sarasinorum,Myza sarasinorum,Myza_sarasinorum,,Meliphagidae,0
1,Lichenostomus flavescens,Lichenostomus flavescens,Lichenostomus_flavescens,,Meliphagidae,1
1,Lichenostomus versicolor,Lichenostomus versicolor,Lichenostomus_versicolor,,Meliphagidae,0
1,Certhionyx niger,Sugomel nigrum,Certhionyx_niger,,Meliphagidae,0
1,Myzomela cruentata,Myzomela cruentata,Myzomela_cruentata,,Meliphagidae,0
1,Myzomela chermesina,Myzomela chermesina,Myzomela_chermesina,,Meliphagidae,0
1,Myzomela rosenbergii,Myzomela rosenbergii,Myzomela_rosenbergii,,Meliphagidae,1
1,Myzomela rubratra,Myzomela rubratra,Myzomela_rubratra,,Meliphagidae,0
1,Myzomela adolphinae,Myzomela adolphinae,Myzomela_adolphinae,,Meliphagidae,0
1,Myzomela eques,Myzomela eques,Myzomela_eques,,Meliphagidae,0
1,Myzomela malaitae,Myzomela malaitae,Myzomela_malaitae,,Meliphagidae,0
1,Myzomela cineracea,Myzomela cineracea,Myzomela_cineracea,,Meliphagidae,0
1,Myzomela obscura,Myzomela obscura,Myzomela_obscura,,Meliphagidae,0
1,Myzomela nigrita,Myzomela nigrita,Myzomela_nigrita,,Meliphagidae,1
1,Myzomela jugularis,Myzomela jugularis,Myzomela_jugularis,,Meliphagidae,0
1,Myzomela caledonica,Myzomela caledonica,Myzomela_caledonica,,Meliphagidae,0
1,Myzomela chloroptera,Myzomela chloroptera,Myzomela_chloroptera,,Meliphagidae,0
1,Myzomela pammelaena,Myzomela pammelaena,Myzomela_pammelaena,,Meliphagidae,0
1,Myzomela erythromelas,Myzomela erythromelas,Myzomela_erythromelas,,Meliphagidae,0
1,Myzomela melanocephala,Myzomela melanocephala,Myzomela_melanocephala,,Meliphagidae,0
1,Myzomela sclateri,Myzomela sclateri,Myzomela_sclateri,,Meliphagidae,1
1,Myzomela vulnerata,Myzomela vulnerata,Myzomela_vulnerata,,Meliphagidae,0
