Iteration	Posterior	Likelihood	Prior	alpha	beta	num_events[1]	num_events[2]	rate_pr[1]	rate_pr[2]	root_frequencies[1]	root_frequencies[2]
9550	-7.18376	-7.79361	0.609849	0.003854208	0.0009913873	0.760926	19.294	430.108	16.9628	0.389347	0.610653
9551	-4.85916	-7.56536	2.7062	0.003854208	0.0009913873	1.3802	7.89165	237.125	41.4718	0.610202	0.389798
9552	-4.56157	-7.46497	2.9034	0.003854208	0.0009913873	2.27901	6.08612	143.607	53.7749	0.724499	0.275501
9553	-5.28257	-7.82657	2.544	0.003854208	0.0009913873	0.662836	7.7939	493.758	41.9919	0.361413	0.638587
9554	-3.73547	-7.62076	3.88528	0.003854208	0.0009913873	0.915225	3.5406	357.596	92.4365	0.551883	0.448117
9555	-3.26477	-7.69566	4.43089	0.003854208	0.0009913873	1.17275	2.27763	279.071	143.694	0.477987	0.522013
9556	-4.35687	-7.35451	2.99764	0.003854208	0.0009913873	7.51937	1.97366	43.525	165.824	0.864245	0.135755
9557	-5.05005	-7.51449	2.46444	0.003854208	0.0009913873	1.23692	9.10963	264.593	35.9269	0.666683	0.333317
9558	-4.42993	-8.10518	3.67525	0.003854208	0.0009913873	1.7692	3.91976	184.988	83.495	0.158742	0.841258
9559	-4.40312	-7.44023	3.03711	0.003854208	0.0009913873	2.90583	4.90863	112.629	66.6745	0.754471	0.245529
9560	-3.81388	-7.53712	3.72323	0.003854208	0.0009913873	5.9613	1.32712	54.9008	246.609	0.641209	0.358791
9561	-3.48656	-7.45194	3.96538	0.003854208	0.0009913873	6.48017	0.844527	50.505	387.531	0.740192	0.259808
9562	-3.45575	-7.79692	4.34116	0.003854208	0.0009913873	2.57138	1.79123	127.278	182.712	0.386499	0.613501
9563	-3.57945	-7.56232	3.98287	0.003854208	0.0009913873	2.83868	2.33832	115.293	139.964	0.613501	0.386499
9564	-4.67898	-7.26838	2.58939	0.003854208	0.0009913873	2.96247	6.52964	110.476	50.1223	0.984448	0.0155523
9565	-6.35848	-7.26838	0.909893	0.003854208	0.0009913873	14.0174	4.20688	23.3481	77.7964	0.984448	0.0155523
9566	-6.82357	-7.53388	0.710319	0.003854208	0.0009913873	17.5821	3.16017	18.6144	103.564	0.644813	0.355187
9567	-5.50212	-7.39034	1.88821	0.003854208	0.0009913873	17.5821	0.957799	18.6144	341.701	0.817215	0.182785
9568	-5.12726	-8.29563	3.16837	0.003854208	0.0009913873	3.94764	3.57064	82.9054	91.6589	0.0493543	0.950646
9569	-5.67862	-7.42266	1.74404	0.003854208	0.0009913873	2.93136	10.5064	111.648	31.1505	0.776211	0.223789
9570	-4.04194	-7.68639	3.64445	0.003854208	0.0009913873	1.32839	4.30495	246.373	76.0242	0.486838	0.513162
9571	-3.27476	-8.05578	4.78102	0.003854208	0.0009913873	0.640288	1.24925	511.146	261.983	0.190689	0.809311
9572	-3.88489	-7.70282	3.81793	0.003854208	0.0009913873	4.34762	1.82889	75.2782	178.95	0.471207	0.528793
9573	-3.19684	-7.56863	4.37179	0.003854208	0.0009913873	2.39869	1.82889	136.442	178.95	0.606673	0.393327
9574	-2.8702	-7.4204	4.55019	0.003854208	0.0009913873	2.6748	1.39246	122.357	235.038	0.779038	0.220962
9575	-4.464	-8.23339	3.76939	0.003854208	0.0009913873	2.82964	2.8306	115.661	115.622	0.0828391	0.917161
9576	-4.63774	-7.73701	3.09928	0.003854208	0.0009913873	1.12509	6.31439	290.891	51.8309	0.439501	0.560499
9577	-2.38348	-7.36026	4.97679	0.003854208	0.0009913873	1.36199	1.28005	240.295	255.677	0.85658	0.14342
9578	-3.28457	-7.81261	4.52804	0.003854208	0.0009913873	3.00327	1.28005	108.975	255.677	0.373127	0.626873
9579	-3.83511	-8.30075	4.46564	0.003854208	0.0009913873	0.959635	2.17071	341.047	150.771	0.0466899	0.95331
9580	-3.456	-8.1334	4.6774	0.003854208	0.0009913873	1.79932	1.59647	181.892	205.002	0.141191	0.858809
9581	-3.54753	-7.75187	4.20434	0.003854208	0.0009913873	4.28147	1.2318	76.4412	265.693	0.426058	0.573942
9582	-3.67774	-7.42272	3.74498	0.003854208	0.0009913873	2.62054	3.04536	124.89	107.468	0.77614	0.22386
9583	-2.79853	-7.47766	4.67912	0.003854208	0.0009913873	2.31151	1.36079	141.587	240.507	0.709411	0.290589
9584	-2.72906	-7.55145	4.82239	0.003854208	0.0009913873	2.31351	1.15251	141.465	283.971	0.625363	0.374637
9585	-3.65691	-7.53823	3.88132	0.003854208	0.0009913873	5.00878	1.43573	65.3414	227.954	0.639975	0.360025
9586	-3.01821	-8.27096	5.25275	0.003854208	0.0009913873	2.96082	0.27544	110.537	1188.21	0.0623745	0.937625
9587	-2.24125	-7.30105	5.0598	0.003854208	0.0009913873	3.66528	0.303179	89.2921	1079.5	0.937625	0.0623745
9588	-4.00839	-7.30105	3.29266	0.003854208	0.0009913873	6.86969	1.69066	47.6412	193.581	0.937625	0.0623745
9589	-6.43849	-8.08806	1.64956	0.003854208	0.0009913873	7.31228	5.95267	44.7577	54.9804	0.169638	0.830362
9590	-5.08944	-7.38019	2.29075	0.003854208	0.0009913873	3.47498	7.15915	94.1819	45.715	0.830362	0.169638
9591	-6.85647	-7.47607	0.619597	0.003854208	0.0009913873	3.76632	15.5457	86.8967	21.0528	0.711289	0.288711
9592	-6.33668	-7.55534	1.21866	0.003854208	0.0009913873	2.21186	14.6554	147.966	22.3317	0.621107	0.378893
9593	-5.90341	-7.60004	1.69663	0.003854208	0.0009913873	1.63126	12.796	200.631	25.5768	0.573317	0.426683
9594	-5.23071	-7.62928	2.39857	0.003854208	0.0009913873	1.98764	8.63811	164.658	37.888	0.543189	0.456811
9595	-10.889	-7.44003	-3.44896	0.003854208	0.0009913873	3.84818	45.421	85.0482	7.20549	0.754714	0.245286
9596	-11.7442	-8.2865	-3.45774	0.003854208	0.0009913873	3.88017	45.421	84.3469	7.20549	0.0541334	0.945867
9597	-8.67013	-8.26506	-0.405064	0.003854208	0.0009913873	1.80021	26.3073	181.802	12.4407	0.0655369	0.934463
9598	-9.89885	-7.62786	-2.271	0.003854208	0.0009913873	7.55966	29.1741	43.293	11.2182	0.544638	0.455362
9599	-6.58375	-7.53259	0.948842	0.003854208	0.0009913873	3.82581	13.4816	85.5453	24.276	0.646255	0.353745
9600	-5.67897	-8.12016	2.44119	0.003854208	0.0009913873	7.02224	3.52476	46.6063	92.8519	0.149362	0.850638
9601	-9.05544	-7.5754	-1.48005	0.003854208	0.0009913873	18.807	11.2516	17.402	29.0874	0.599399	0.400601
9602	-7.40904	-7.56434	0.155304	0.003854208	0.0009913873	15.2755	6.15224	21.4252	53.1969	0.611308	0.388692
9603	-8.19869	-7.46221	-0.73648	0.003854208	0.0009913873	29.4117	2.61649	11.1275	125.084	0.727799	0.272201
9604	-7.77332	-7.83424	0.0609166	0.003854208	0.0009913873	34.1852	0.38809	9.57375	843.311	0.355045	0.644955
9605	-6.53498	-8.04939	1.5144	0.003854208	0.0009913873	23.0221	0.451515	14.2159	724.85	0.194938	0.805062
9606	-6.63464	-8.16523	1.53059	0.003854208	0.0009913873	21.2609	0.730959	15.3936	447.741	0.121976	0.878024
9607	-5.3669	-7.34425	1.97735	0.003854208	0.0009913873	15.0475	1.3863	21.7498	236.081	0.878024	0.121976
9608	-3.10373	-7.33336	4.22963	0.003854208	0.0009913873	5.70286	0.743539	57.3889	440.166	0.892803	0.107197
9609	-3.88779	-7.26221	3.37442	0.003854208	0.0009913873	5.83724	1.96663	56.0677	166.417	0.993463	0.00653721
9610	-3.98844	-7.79284	3.8044	0.003854208	0.0009913873	6.42831	1.06256	50.9124	308.011	0.390009	0.609991
9611	-3.29378	-7.56348	4.26969	0.003854208	0.0009913873	6.42831	0.501528	50.9124	652.566	0.612248	0.387752
9612	-3.09251	-7.56348	4.47096	0.003854208	0.0009913873	5.97226	0.290053	54.8002	1128.35	0.612248	0.387752
9613	-4.70645	-7.30619	2.59973	0.003854208	0.0009913873	15.1079	0.573639	21.6629	570.534	0.930404	0.069596
9614	-5.6995	-8.29924	2.59973	0.003854208	0.0009913873	15.1079	0.573639	21.6629	570.534	0.0474758	0.952524
9615	-2.75462	-7.29054	4.53592	0.003854208	0.0009913873	3.76422	0.97311	86.9452	336.324	0.952524	0.0474758
9616	-3.37172	-8.23571	4.86398	0.003854208	0.0009913873	3.0388	0.823355	107.701	397.496	0.0815533	0.918447
9617	-1.97963	-7.60296	5.62333	0.003854208	0.0009913873	1.71024	0.332254	191.365	985.031	0.570273	0.429727
9618	-2.49647	-7.39941	4.90294	0.003854208	0.0009913873	4.2383	0.332254	77.2198	985.031	0.805571	0.194429
9619	-3.07948	-7.96623	4.88675	0.003854208	0.0009913873	4.23139	0.261091	77.3459	1253.51	0.252774	0.747226
9620	-3.78911	-7.83825	4.04914	0.003854208	0.0009913873	7.82675	0.261091	41.8156	1253.51	0.351734	0.648266
9621	-4.99304	-8.26136	3.26832	0.003854208	0.0009913873	5.94964	0.0931934	55.0085	3511.84	0.0675343	0.932466
9622	-2.70135	-7.69033	4.98898	0.003854208	0.0009913873	3.78466	0.416442	86.4755	785.897	0.483064	0.516936
9623	-2.37247	-7.69033	5.31786	0.003854208	0.0009913873	2.74207	0.360088	119.355	908.891	0.483064	0.516936
9624	-2.88304	-7.48717	4.60413	0.003854208	0.0009913873	2.38555	1.44253	137.193	226.88	0.698222	0.301778
9625	-2.50948	-7.66125	5.15177	0.003854208	0.0009913873	2.82789	0.560873	115.733	583.52	0.51125	0.48875
9626	-2.06609	-7.34766	5.28157	0.003854208	0.0009913873	1.87789	0.73288	174.281	446.568	0.873426	0.126574
9627	-3.18038	-7.54431	4.36394	0.003854208	0.0009913873	1.87789	2.13286	174.281	153.447	0.633226	0.366774
9628	-3.61101	-7.64515	4.03415	0.003854208	0.0009913873	3.29991	1.96322	99.1785	166.706	0.527206	0.472794
9629	-4.92253	-7.42223	2.4997	0.003854208	0.0009913873	5.80601	4.16156	56.3692	78.6438	0.77675	0.22325
9630	-3.43122	-7.602	4.17078	0.003854208	0.0009913873	5.22945	0.952495	62.5842	343.603	0.571272	0.428728
9631	-3.92389	-8.00925	4.08535	0.003854208	0.0009913873	6.63173	0.664335	49.3507	492.644	0.222254	0.777746
9632	-3.57545	-7.53093	3.95548	0.003854208	0.0009913873	7.73133	0.540889	42.3317	605.079	0.648113	0.351887
9633	-2.48369	-7.83807	5.35438	0.003854208	0.0009913873	2.18868	0.54585	149.534	599.58	0.351887	0.648113
9634	-2.55789	-7.64134	5.08345	0.003854208	0.0009913873	1.24664	1.14883	262.531	284.882	0.531025	0.468975
9635	-3.34806	-7.41321	4.06514	0.003854208	0.0009913873	1.98601	2.71888	164.793	120.373	0.788064	0.211936
9636	-5.46333	-7.61652	2.15319	0.003854208	0.0009913873	1.98601	9.83984	164.793	33.2608	0.556226	0.443774
9637	-5.28362	-7.43682	2.15319	0.003854208	0.0009913873	1.98601	9.83984	164.793	33.2608	0.758663	0.241337
9638	-5.67196	-7.31841	1.64645	0.003854208	0.0009913873	1.88208	12.7117	173.893	25.7465	0.913369	0.0866311
9639	-5.72509	-7.56867	1.84358	0.003854208	0.0009913873	2.13583	11.2266	153.233	29.1522	0.606628	0.393372
9640	-5.66914	-7.32022	1.65109	0.003854208	0.0009913873	2.7845	11.2266	117.536	29.1522	0.910856	0.0891439
9641	-5.86833	-7.38754	1.51921	0.003854208	0.0009913873	6.21561	7.48912	52.6546	43.7008	0.820831	0.179169
9642	-2.78717	-7.54695	4.75978	0.003854208	0.0009913873	3.10087	0.928512	105.545	352.479	0.63032	0.36968
9643	-3.28599	-7.75882	4.47282	0.003854208	0.0009913873	4.12559	0.928512	79.3294	352.479	0.419843	0.580157
9644	-3.86325	-7.55969	3.69644	0.003854208	0.0009913873	3.94676	2.27657	82.9238	143.76	0.616365	0.383635
9645	-4.94714	-7.89489	2.94775	0.003854208	0.0009913873	7.98711	1.88442	40.9761	173.677	0.306374	0.693626
9646	-3.4608	-7.46286	4.00206	0.003854208	0.0009913873	4.07208	1.63446	80.3719	200.238	0.727021	0.272979
9647	-3.06384	-7.46286	4.39902	0.003854208	0.0009913873	1.30045	2.32274	251.668	140.903	0.727021	0.272979
9648	-3.7493	-7.49801	3.74871	0.003854208	0.0009913873	1.50968	3.88562	216.789	84.2287	0.685606	0.314394
9649	-4.43078	-7.61316	3.18237	0.003854208	0.0009913873	0.500479	4.14858	653.935	78.8898	0.559696	0.440304
9650	-5.1833	-7.73613	2.55284	0.003854208	0.0009913873	0.722283	8.04701	453.119	40.6711	0.440304	0.559696
9651	-6.41748	-7.28549	0.868004	0.003854208	0.0009913873	0.473399	14.4871	691.342	22.5912	0.959735	0.040265
9652	-4.33706	-7.28449	2.94742	0.003854208	0.0009913873	0.467002	4.55411	700.812	71.8649	0.961173	0.0388275
9653	-5.14759	-7.59063	2.44304	0.003854208	0.0009913873	0.36407	4.55411	898.951	71.8649	0.583203	0.416797
9654	-5.22659	-8.0363	2.8097	0.003854208	0.0009913873	0.36407	3.44615	898.951	94.9699	0.203727	0.796273
9655	-3.45232	-7.82712	4.3748	0.003854208	0.0009913873	2.22359	1.91921	147.185	170.528	0.360958	0.639042
9656	-2.79262	-7.91986	5.12724	0.003854208	0.0009913873	2.48385	0.707325	131.764	462.702	0.287176	0.712824
9657	-2.73006	-7.2807	4.55064	0.003854208	0.0009913873	1.83059	1.80183	178.784	181.638	0.966604	0.0333957
9658	-3.58533	-7.60061	4.01528	0.003854208	0.0009913873	3.67442	1.80183	89.0699	181.638	0.572723	0.427277
9659	-3.73033	-7.75243	4.0221	0.003854208	0.0009913873	4.45529	1.43633	73.4589	227.859	0.425558	0.574442
9660	-3.22184	-7.71796	4.49613	0.003854208	0.0009913873	4.48263	0.785839	73.0108	416.473	0.457032	0.542968
9661	-3.01483	-7.63331	4.61848	0.003854208	0.0009913873	5.35306	0.339469	61.1389	964.095	0.539105	0.460895
9662	-2.29606	-7.37366	5.0776	0.003854208	0.0009913873	2.1305	0.890437	153.617	367.551	0.838895	0.161105
9663	-2.51886	-7.39862	4.87976	0.003854208	0.0009913873	1.62183	1.34662	201.797	243.039	0.80658	0.19342
9664	-2.74422	-7.46535	4.72113	0.003854208	0.0009913873	0.860501	1.63507	380.337	200.163	0.724041	0.275959
9665	-3.51604	-8.20793	4.69189	0.003854208	0.0009913873	1.65279	1.63507	198.016	200.163	0.0971439	0.902856
9666	-2.61367	-7.2659	4.65223	0.003854208	0.0009913873	1.65279	1.70313	198.016	192.164	0.988057	0.0119433
9667	-3.59551	-7.26083	3.66532	0.003854208	0.0009913873	4.52988	2.02635	72.2493	161.512	0.995476	0.00452448
9668	-3.32176	-7.26589	3.94413	0.003854208	0.0009913873	2.52315	2.63284	129.711	124.307	0.988077	0.0119227
9669	-3.04561	-7.41494	4.36933	0.003854208	0.0009913873	4.02618	1.09747	81.2881	298.213	0.785889	0.214111
9670	-3.3878	-7.90637	4.51857	0.003854208	0.0009913873	5.33395	0.510081	61.358	641.625	0.297487	0.702513
9671	-2.97734	-7.68001	4.70267	0.003854208	0.0009913873	0.650857	1.3875	502.845	235.878	0.492969	0.507031
9672	-1.98762	-7.43473	5.44711	0.003854208	0.0009913873	1.62045	0.618713	201.968	528.97	0.761229	0.238771
9673	-3.12998	-7.56068	4.4307	0.003854208	0.0009913873	1.62045	2.13228	201.968	153.488	0.615285	0.384715
9674	-4.4233	-8.01814	3.59484	0.003854208	0.0009913873	0.653506	3.83261	500.807	85.3935	0.216107	0.783893
9675	-7.01903	-8.32659	1.30755	0.003854208	0.0009913873	0.84753	15.1916	386.158	21.5436	0.0334599	0.96654
9676	-6.26317	-7.28257	1.01941	0.003854208	0.0009913873	2.58369	15.1916	126.672	21.5436	0.963916	0.0360842
9677	-6.73644	-7.37603	0.639587	0.003854208	0.0009913873	2.73383	17.2804	119.715	18.9394	0.835794	0.164206
9678	-10.3473	-8.30324	-2.04408	0.003854208	0.0009913873	3.58355	34.7602	91.3285	9.41537	0.0454029	0.954597
9679	-6.9413	-7.86125	0.919951	0.003854208	0.0009913873	3.58355	14.0446	91.3285	23.3029	0.333003	0.666997
9680	-7.88869	-7.28764	-0.601054	0.003854208	0.0009913873	2.70593	25.8171	120.949	12.6769	0.956658	0.0433417
9681	-8.0765	-7.61727	-0.459228	0.003854208	0.0009913873	2.22906	25.8171	146.825	12.6769	0.555455	0.444545
9682	-5.65885	-7.83733	2.17848	0.003854208	0.0009913873	3.61949	7.46942	90.4218	43.8161	0.352493	0.647507
9683	-3.15657	-7.53346	4.37689	0.003854208	0.0009913873	1.65933	2.22284	197.236	147.235	0.645287	0.354713
9684	-3.21851	-7.4202	4.20169	0.003854208	0.0009913873	1.81348	2.51461	180.471	130.151	0.779287	0.220713
9685	-3.60909	-7.94986	4.34076	0.003854208	0.0009913873	5.77911	0.594598	56.6316	550.423	0.26474	0.73526
9686	-4.7846	-7.43156	2.64696	0.003854208	0.0009913873	8.5534	2.25048	38.2632	145.427	0.765154	0.234846
9687	-4.42147	-7.73105	3.30958	0.003854208	0.0009913873	4.16127	3.03802	78.6491	107.728	0.444955	0.555045
9688	-3.17641	-7.96975	4.79334	0.003854208	0.0009913873	1.4782	1.5313	221.405	213.727	0.250225	0.749775
9689	-4.67864	-7.27557	2.59693	0.003854208	0.0009913873	0.939978	8.39359	348.179	38.9917	0.974009	0.0259912
9690	-4.07501	-7.27609	3.20108	0.003854208	0.0009913873	0.939978	5.82872	348.179	56.1496	0.973255	0.026745
9691	-6.04763	-7.40451	1.35688	0.003854208	0.0009913873	0.383017	9.56045	854.48	34.2327	0.799075	0.200925
9692	-6.09718	-8.225	2.12782	0.003854208	0.0009913873	0.568279	9.01927	575.915	36.2868	0.0875119	0.912488
9693	-6.84195	-7.35626	0.514311	0.003854208	0.0009913873	0.591174	18.563	553.611	17.6308	0.861912	0.138088
9694	-3.97826	-7.71327	3.735	0.003854208	0.0009913873	0.802776	3.82698	407.686	85.5193	0.461407	0.538593
9695	-4.64884	-7.58746	2.93862	0.003854208	0.0009913873	2.71877	5.45616	120.378	59.9837	0.586556	0.413444
9696	-4.58233	-7.89337	3.31104	0.003854208	0.0009913873	4.61743	2.74067	70.8794	119.416	0.307557	0.692443
9697	-3.46527	-7.53251	4.06724	0.003854208	0.0009913873	2.52654	2.35638	129.537	138.891	0.646353	0.353647
9698	-4.97128	-7.33798	2.3667	0.003854208	0.0009913873	4.58716	5.6452	71.3471	57.975	0.886511	0.113489
9699	-3.96751	-7.39	3.42249	0.003854208	0.0009913873	5.26354	2.1415	62.1788	152.828	0.817655	0.182345
9700	-4.70953	-7.59771	2.88818	0.003854208	0.0009913873	3.31968	5.00745	98.5879	65.3588	0.575756	0.424244
9701	-3.83936	-7.32534	3.48597	0.003854208	0.0009913873	3.21525	3.26395	101.79	100.271	0.903799	0.0962009
9702	-4.1489	-7.6555	3.5066	0.003854208	0.0009913873	1.718	4.48856	190.501	72.9144	0.516916	0.483084
9703	-2.86612	-7.60401	4.73789	0.003854208	0.0009913873	1.42273	1.64097	230.037	199.443	0.56917	0.43083
9704	-2.72585	-7.29962	4.57377	0.003854208	0.0009913873	1.2448	1.98179	262.919	165.144	0.939642	0.0603576
9705	-3.24219	-7.30175	4.05956	0.003854208	0.0009913873	1.01033	3.12843	323.934	104.615	0.936644	0.0633555
9706	-4.11573	-7.29695	3.18122	0.003854208	0.0009913873	0.539911	4.48401	606.175	72.9884	0.943421	0.056579
9707	-6.27498	-8.20169	1.92671	0.003854208	0.0009913873	0.967222	11.8362	338.371	27.6507	0.100708	0.899292
9708	-3.61255	-7.32862	3.71607	0.003854208	0.0009913873	2.69193	3.06488	121.579	106.784	0.899292	0.100708
9709	-4.27398	-8.05006	3.77608	0.003854208	0.0009913873	2.72728	2.88831	120.003	113.312	0.19449	0.80551
9710	-2.34598	-7.56021	5.21423	0.003854208	0.0009913873	1.20188	0.979685	272.307	334.067	0.615796	0.384204
9711	-5.36243	-7.87105	2.50862	0.003854208	0.0009913873	3.32102	6.43487	98.5481	50.8604	0.325155	0.674845
9712	-3.75684	-7.33947	3.58263	0.003854208	0.0009913873	1.75169	4.21767	186.837	77.5975	0.884495	0.115505
9713	-4.29351	-7.76542	3.47191	0.003854208	0.0009913873	2.14799	4.21767	152.366	77.5975	0.413974	0.586026
9714	-3.52853	-7.94801	4.41947	0.003854208	0.0009913873	1.93655	1.99169	169.002	164.323	0.266104	0.733896
9715	-4.80887	-7.97686	3.168	0.003854208	0.0009913873	1.05546	6.03103	310.083	54.2661	0.245108	0.754892
9716	-5.61799	-7.97686	2.35888	0.003854208	0.0009913873	2.92175	7.55873	112.015	43.2983	0.245108	0.754892
9717	-5.50075	-7.91809	2.41734	0.003854208	0.0009913873	1.49193	9.15077	219.367	35.7654	0.288523	0.711477
9718	-5.15177	-7.45268	2.30091	0.003854208	0.0009913873	0.751168	9.36093	435.695	34.9624	0.739287	0.260713
9719	-3.2049	-7.53386	4.32896	0.003854208	0.0009913873	0.881032	2.40796	371.474	135.916	0.644841	0.355159
9720	-2.16028	-7.33032	5.17004	0.003854208	0.0009913873	2.3731	0.695998	137.913	470.232	0.896962	0.103038
9721	-1.8845	-7.27096	5.38646	0.003854208	0.0009913873	1.33047	0.753977	245.988	434.072	0.980694	0.0193059
9722	-2.12525	-7.81154	5.68628	0.003854208	0.0009913873	0.907107	0.312255	360.796	1048.12	0.374037	0.625963
9723	-2.01224	-7.55091	5.53867	0.003854208	0.0009913873	1.95503	0.384865	167.405	850.377	0.625963	0.374037
9724	-1.94369	-7.48236	5.53867	0.003854208	0.0009913873	1.95503	0.384865	167.405	850.377	0.703872	0.296128
9725	-6.63033	-7.49306	0.862727	0.003854208	0.0009913873	27.2971	0.530863	11.9896	616.506	0.691358	0.308642
9726	-4.7688	-8.19119	3.42239	0.003854208	0.0009913873	6.81092	1.49595	48.0523	218.778	0.106753	0.893247
9727	-3.97155	-7.50379	3.53223	0.003854208	0.0009913873	3.66536	2.82201	89.2902	115.974	0.678939	0.321061
9728	-4.91987	-7.87426	2.95439	0.003854208	0.0009913873	7.165	2.209	45.6777	148.158	0.322601	0.677399
9729	-4.94491	-7.6854	2.74049	0.003854208	0.0009913873	7.165	2.67845	45.6777	122.19	0.487788	0.512212
9730	-2.65404	-7.65773	5.00369	0.003854208	0.0009913873	1.99055	1.03529	164.417	316.126	0.514718	0.485282
9731	-5.60617	-8.20571	2.59954	0.003854208	0.0009913873	1.59105	8.18576	205.702	39.9817	0.0984106	0.901589
9732	-4.65901	-7.3678	2.70879	0.003854208	0.0009913873	2.01641	7.19999	162.308	45.4557	0.846605	0.153395
9733	-3.6294	-8.2549	4.6255	0.003854208	0.0009913873	1.09993	1.8931	297.547	172.881	0.0710306	0.928969
9734	-3.745	-8.24107	4.49607	0.003854208	0.0009913873	2.12125	1.75281	154.286	186.717	0.0785942	0.921406
9735	-5.91548	-7.77903	1.86356	0.003854208	0.0009913873	18.5402	0.810069	17.6525	404.016	0.401993	0.598007
9736	-6.8992	-7.89797	0.99877	0.003854208	0.0009913873	18.6783	2.117	17.5219	154.596	0.303976	0.696024
9737	-6.26072	-7.53435	1.27363	0.003854208	0.0009913873	10.1901	5.22701	32.1174	62.6133	0.644295	0.355705
9738	-5.30975	-7.58937	2.27962	0.003854208	0.0009913873	8.50107	3.13121	38.4987	104.522	0.584529	0.415471
9739	-7.67431	-7.33631	-0.338007	0.003854208	0.0009913873	18.1368	6.34497	18.0451	51.5811	0.88879	0.11121
9740	-8.40963	-7.69646	-0.713165	0.003854208	0.0009913873	20.2317	6.60258	16.1766	49.5686	0.477228	0.522772
9741	-7.21529	-7.76993	0.554643	0.003854208	0.0009913873	18.0979	3.36549	18.0839	97.2459	0.409986	0.590014
9742	-6.13021	-7.97408	1.84387	0.003854208	0.0009913873	11.7123	2.72263	27.9434	120.208	0.247106	0.752894
9743	-6.56746	-8.06503	1.49756	0.003854208	0.0009913873	11.7997	3.57989	27.7363	91.422	0.184588	0.815412
9744	-5.42011	-7.33498	1.91487	0.003854208	0.0009913873	11.7997	2.52367	27.7363	129.685	0.890602	0.109398
9745	-4.6787	-7.48964	2.81093	0.003854208	0.0009913873	5.31314	3.58743	61.5983	91.2299	0.695343	0.304657
9746	-4.41875	-7.45431	3.03556	0.003854208	0.0009913873	2.33509	5.51999	140.157	59.2901	0.737323	0.262677
9747	-2.73552	-7.44812	4.71259	0.003854208	0.0009913873	4.26619	0.601056	76.715	544.51	0.744835	0.255165
9748	-1.99806	-7.29371	5.29565	0.003854208	0.0009913873	2.22764	0.601056	146.918	544.51	0.948011	0.0519895
9749	-4.37706	-7.76419	3.38713	0.003854208	0.0009913873	5.97034	1.88437	54.8177	173.682	0.415062	0.584938
9750	-4.6194	-7.94496	3.32556	0.003854208	0.0009913873	6.84982	1.64172	47.7794	199.353	0.268358	0.731642
9751	-4.62871	-7.82891	3.2002	0.003854208	0.0009913873	6.30465	2.09601	51.911	156.144	0.359467	0.640533
9752	-6.26442	-7.27324	1.00882	0.003854208	0.0009913873	18.0727	2.28356	18.1091	143.32	0.977377	0.0226231
9753	-6.99619	-7.25895	0.262761	0.003854208	0.0009913873	17.8878	4.31978	18.2963	75.7632	0.998236	0.00176366
9754	-4.10674	-7.47175	3.36501	0.003854208	0.0009913873	2.40035	4.31978	136.347	75.7632	0.71641	0.28359
9755	-3.63408	-7.32742	3.69334	0.003854208	0.0009913873	3.66682	2.4491	89.2547	133.633	0.900943	0.0990569
9756	-4.48642	-7.4571	2.97068	0.003854208	0.0009913873	2.06971	6.06269	158.129	53.9827	0.733945	0.266055
9757	-4.64304	-7.45582	2.81279	0.003854208	0.0009913873	6.4964	2.85597	50.3787	114.595	0.73549	0.26451
9758	-7.20326	-7.32477	0.121508	0.003854208	0.0009913873	24.4332	2.21671	13.3949	147.643	0.904584	0.0954156
9759	-8.10606	-7.85501	-0.251057	0.003854208	0.0009913873	20.4214	4.76886	16.0264	68.6286	0.338047	0.661953
9760	-5.33187	-7.85501	2.52314	0.003854208	0.0009913873	6.03451	3.92744	54.2348	83.3317	0.338047	0.661953
9761	-3.86058	-7.64373	3.78314	0.003854208	0.0009913873	1.30767	3.88662	250.277	84.2069	0.52863	0.47137
9762	-4.99658	-7.80693	2.81035	0.003854208	0.0009913873	0.730478	6.94944	448.036	47.0945	0.377946	0.622054
9763	-4.19351	-8.0039	3.81039	0.003854208	0.0009913873	1.12788	3.84175	290.173	85.1904	0.225977	0.774023
9764	-3.60692	-8.32201	4.71509	0.003854208	0.0009913873	1.48064	1.66106	221.04	197.031	0.0357767	0.964223
9765	-3.62424	-7.58474	3.9605	0.003854208	0.0009913873	3.54136	1.97265	92.4166	165.909	0.589433	0.410567
9766	-4.82161	-7.88063	3.05902	0.003854208	0.0009913873	9.40569	1.24098	34.796	263.728	0.317554	0.682446
9767	-3.82488	-8.01939	4.19451	0.003854208	0.0009913873	7.16955	0.368941	45.6487	887.08	0.215248	0.784752
9768	-4.9036	-7.85934	2.95573	0.003854208	0.0009913873	11.027	0.972872	29.6799	336.406	0.334548	0.665452
9769	-2.81802	-7.45287	4.63485	0.003854208	0.0009913873	4.18533	0.715338	78.1971	457.519	0.739063	0.260937
9770	-3.92732	-8.17328	4.24596	0.003854208	0.0009913873	5.73652	0.715338	57.0521	457.519	0.117215	0.882785
9771	-3.10313	-7.35438	4.25126	0.003854208	0.0009913873	5.71409	0.715338	57.2761	457.519	0.864413	0.135587
9772	-2.30693	-7.33931	5.03238	0.003854208	0.0009913873	1.23352	1.22207	265.323	267.809	0.88471	0.11529
9773	-5.42447	-7.8958	2.47133	0.003854208	0.0009913873	1.74109	8.61193	187.975	38.0031	0.305661	0.694339
