Iteration	Posterior	Likelihood	Prior	alpha	beta	num_events[1]	num_events[2]	rate_pr[1]	rate_pr[2]	root_frequencies[1]	root_frequencies[2]
3241	-4.02306	-7.49915	3.47609	0.003854208	0.0009913873	6.49211	1.52341	50.412	214.834	0.684288	0.315712
3242	-6.08667	-7.48281	1.39614	0.003854208	0.0009913873	17.3751	1.74144	18.8361	187.937	0.703341	0.296659
3243	-3.56038	-7.91761	4.35724	0.003854208	0.0009913873	5.27463	0.714874	62.048	457.816	0.288883	0.711117
3244	-3.88061	-7.91761	4.037	0.003854208	0.0009913873	3.11036	2.06379	105.223	158.582	0.288883	0.711117
3245	-3.61647	-8.05711	4.44064	0.003854208	0.0009913873	1.59868	2.12258	204.719	154.19	0.189808	0.810192
3246	-4.73408	-7.67551	2.94143	0.003854208	0.0009913873	0.874302	6.77728	374.333	48.2908	0.497329	0.502671
3247	-4.41106	-7.61367	3.20261	0.003854208	0.0009913873	3.74823	3.62886	87.3161	90.1882	0.559162	0.440838
3248	-6.12153	-7.65471	1.53318	0.003854208	0.0009913873	6.73564	6.92728	48.5894	47.2451	0.517697	0.482303
3249	-7.47189	-7.29593	-0.175957	0.003854208	0.0009913873	14.8598	7.83224	22.0246	41.7863	0.944862	0.0551382
3250	-7.34446	-7.29593	-0.0485311	0.003854208	0.0009913873	5.38648	17.1014	60.7596	19.1376	0.944862	0.0551382
3251	-4.86393	-7.58486	2.72093	0.003854208	0.0009913873	4.63842	4.36794	70.5586	74.9278	0.58931	0.41069
3252	-4.18541	-7.71961	3.5342	0.003854208	0.0009913873	9.96113	0.518532	32.8558	631.167	0.45551	0.54449
3253	-3.74843	-7.55967	3.81124	0.003854208	0.0009913873	9.06763	0.357294	36.0933	915.997	0.616383	0.383617
3254	-4.08371	-7.42401	3.34029	0.003854208	0.0009913873	10.3473	0.660814	31.6294	495.269	0.774529	0.225471
3255	-9.19591	-8.04108	-1.15483	0.003854208	0.0009913873	27.4512	4.50532	11.9223	72.6431	0.200498	0.799502
3256	-11.7407	-7.48944	-4.25124	0.003854208	0.0009913873	28.7319	19.6035	11.3909	16.695	0.695572	0.304428
3257	-6.25795	-7.78703	1.52908	0.003854208	0.0009913873	13.7395	2.64848	23.8203	123.573	0.395027	0.604973
3258	-6.78012	-7.73621	0.956084	0.003854208	0.0009913873	13.8277	4.16062	23.6684	78.6614	0.440238	0.559762
3259	-3.64316	-8.1111	4.46794	0.003854208	0.0009913873	5.82857	0.241741	56.1511	1353.85	0.155019	0.844981
3260	-1.99242	-7.6426	5.65018	0.003854208	0.0009913873	0.919658	0.241741	355.872	1353.85	0.529759	0.470241
3261	-2.80305	-7.70385	4.90079	0.003854208	0.0009913873	3.09365	0.157242	105.791	2081.39	0.470241	0.529759
3262	-3.35338	-7.58355	4.23017	0.003854208	0.0009913873	4.16789	1.23809	78.5243	264.343	0.590697	0.409303
3263	-2.47658	-7.29426	4.81768	0.003854208	0.0009913873	2.12315	1.23809	154.149	264.343	0.947231	0.0527687
3264	-2.29638	-7.29426	4.99788	0.003854208	0.0009913873	0.940839	1.24574	347.86	262.719	0.947231	0.0527687
3265	-3.55915	-7.43262	3.87346	0.003854208	0.0009913873	0.386921	1.47118	845.86	222.461	0.763841	0.236159
3266	-3.35551	-7.2737	3.91819	0.003854208	0.0009913873	0.291395	0.253036	1123.15	1293.41	0.976718	0.0232821
3267	-3.52538	-7.27848	3.75311	0.003854208	0.0009913873	0.291395	0.609807	1123.15	536.695	0.969803	0.0301975
3268	-3.08374	-7.45363	4.36989	0.003854208	0.0009913873	0.588734	1.77645	555.905	184.233	0.738141	0.261859
3269	-3.84316	-7.54082	3.69766	0.003854208	0.0009913873	2.00598	3.66327	163.153	89.3412	0.637092	0.362908
3270	-5.14748	-7.49043	2.34295	0.003854208	0.0009913873	7.56929	3.47325	43.2379	94.2288	0.694416	0.305584
3271	-4.98347	-7.77944	2.79597	0.003854208	0.0009913873	4.06033	4.61969	80.6043	70.8446	0.401639	0.598361
3272	-4.58373	-7.3821	2.79838	0.003854208	0.0009913873	3.86862	4.78661	84.5988	68.3742	0.827874	0.172126
3273	-6.27219	-7.67941	1.40722	0.003854208	0.0009913873	5.29781	9.00387	61.7766	36.3489	0.493556	0.506444
3274	-8.46236	-7.36169	-1.10068	0.003854208	0.0009913873	15.8426	11.6631	20.6583	28.0611	0.854687	0.145313
3275	-9.01305	-8.11976	-0.893285	0.003854208	0.0009913873	15.8426	10.5567	20.6583	31.002	0.149611	0.850389
3276	-6.97543	-7.72474	0.749314	0.003854208	0.0009913873	15.8426	3.80055	20.6583	86.1139	0.450758	0.549242
3277	-5.517	-7.46771	1.95071	0.003854208	0.0009913873	8.93767	3.80055	36.6181	86.1139	0.72122	0.27878
3278	-5.81229	-7.65045	1.83817	0.003854208	0.0009913873	3.48781	9.22007	93.8354	35.4965	0.521924	0.478076
3279	-7.16765	-7.49828	0.330633	0.003854208	0.0009913873	3.25593	18.2851	100.518	17.8987	0.685292	0.314708
3280	-6.45307	-7.49828	1.04521	0.003854208	0.0009913873	2.31845	15.5163	141.163	21.0926	0.685292	0.314708
3281	-4.60724	-7.34397	2.73673	0.003854208	0.0009913873	2.46569	6.53006	132.734	50.1191	0.878406	0.121594
3282	-4.62021	-7.76397	3.14375	0.003854208	0.0009913873	9.7396	1.03716	33.6031	315.555	0.415261	0.584739
3283	-4.67692	-7.40241	2.72549	0.003854208	0.0009913873	12.6521	0.903805	25.8676	362.114	0.801743	0.198257
3284	-5.10212	-7.40241	2.30029	0.003854208	0.0009913873	15.6393	0.823061	20.9268	397.638	0.801743	0.198257
3285	-2.65061	-7.36975	4.71914	0.003854208	0.0009913873	2.20855	1.34629	148.188	243.098	0.844035	0.155965
3286	-4.97906	-7.54788	2.56882	0.003854208	0.0009913873	3.34588	6.16621	97.816	53.0765	0.629288	0.370712
3287	-4.75862	-7.88968	3.13105	0.003854208	0.0009913873	5.02009	2.92986	65.1941	111.705	0.310443	0.689557
3288	-2.64629	-7.39813	4.75184	0.003854208	0.0009913873	1.95888	1.40646	167.076	232.697	0.807207	0.192793
3289	-3.63015	-7.39813	3.76798	0.003854208	0.0009913873	2.04756	3.43238	159.839	95.3508	0.807207	0.192793
3290	-3.90422	-7.4136	3.50938	0.003854208	0.0009913873	6.08293	1.62207	53.8031	201.768	0.78757	0.21243
3291	-3.17601	-7.54175	4.36574	0.003854208	0.0009913873	2.81575	1.62207	116.232	201.768	0.636062	0.363938
3292	-4.00763	-7.79066	3.78304	0.003854208	0.0009913873	1.84159	3.55096	177.716	92.1668	0.391885	0.608115
3293	-5.06109	-8.044	2.98291	0.003854208	0.0009913873	1.26785	6.75798	258.138	48.4288	0.198543	0.801457
3294	-7.00137	-7.72985	0.728481	0.003854208	0.0009913873	6.30335	11.262	51.9216	29.0605	0.446056	0.553944
3295	-8.06912	-7.41458	-0.654547	0.003854208	0.0009913873	2.46559	26.7263	132.739	12.2456	0.786342	0.213658
3296	-7.1129	-7.50603	0.393127	0.003854208	0.0009913873	4.85933	15.1652	67.351	21.581	0.676363	0.323637
3297	-6.87428	-8.08547	1.21119	0.003854208	0.0009913873	1.94519	15.1652	168.251	21.581	0.171297	0.828703
3298	-7.73565	-7.84255	0.106902	0.003854208	0.0009913873	11.4275	9.22903	28.6398	35.4621	0.3482	0.6518
3299	-6.72281	-7.86705	1.14423	0.003854208	0.0009913873	9.19372	6.4409	35.5983	50.8128	0.328353	0.671647
3300	-5.83197	-7.45806	1.62608	0.003854208	0.0009913873	16.6051	1.55263	19.7096	210.791	0.732796	0.267204
3301	-6.32932	-7.9199	1.59059	0.003854208	0.0009913873	16.8337	1.55263	19.442	210.791	0.287143	0.712857
3302	-7.56932	-7.36643	-0.202894	0.003854208	0.0009913873	27.5129	2.02358	11.8955	161.733	0.84841	0.15159
3303	-5.33493	-7.92801	2.59308	0.003854208	0.0009913873	14.4457	0.704926	22.656	464.277	0.281015	0.718985
3304	-3.37859	-7.70035	4.32176	0.003854208	0.0009913873	3.65256	1.30995	89.6031	249.842	0.473541	0.526459
3305	-2.60039	-7.67176	5.07137	0.003854208	0.0009913873	3.1598	0.540877	103.576	605.092	0.500967	0.499033
3306	-3.30608	-7.55297	4.24689	0.003854208	0.0009913873	5.45435	0.792924	60.0036	412.751	0.6237	0.3763
3307	-3.19868	-7.46193	4.26325	0.003854208	0.0009913873	3.16553	1.62194	103.389	201.783	0.728144	0.271856
3308	-3.07395	-7.50374	4.42979	0.003854208	0.0009913873	1.77671	2.0562	184.206	159.168	0.678989	0.321011
3309	-3.16839	-7.33461	4.16622	0.003854208	0.0009913873	4.73895	1.11908	69.0618	292.454	0.891102	0.108898
3310	-2.95871	-7.39367	4.43496	0.003854208	0.0009913873	4.73895	0.780117	69.0618	419.527	0.81293	0.18707
3311	-5.77853	-8.18858	2.41005	0.003854208	0.0009913873	4.38146	5.68346	74.6967	57.5848	0.10827	0.89173
3312	-3.72427	-7.76711	4.04284	0.003854208	0.0009913873	1.54503	3.05287	211.827	107.204	0.412477	0.587523
3313	-5.76519	-8.03513	2.26993	0.003854208	0.0009913873	7.47019	3.73969	43.8115	87.5154	0.204517	0.795483
3314	-5.4563	-7.52907	2.07277	0.003854208	0.0009913873	11.7904	2.18865	27.7583	149.536	0.650207	0.349793
3315	-2.82454	-7.52907	4.70453	0.003854208	0.0009913873	4.28181	0.605585	76.4351	540.437	0.650207	0.349793
3316	-3.76202	-7.79776	4.03573	0.003854208	0.0009913873	7.00378	0.627488	46.7291	521.573	0.385777	0.614223
3317	-2.03981	-7.26708	5.22727	0.003854208	0.0009913873	2.38099	0.627488	137.456	521.573	0.986335	0.0136652
3318	-1.82461	-7.26708	5.44247	0.003854208	0.0009913873	1.40894	0.169747	232.288	1928.05	0.986335	0.0136652
3319	-2.01255	-7.26812	5.25557	0.003854208	0.0009913873	0.552369	0.223591	592.504	1463.75	0.984816	0.0151836
3320	-2.13332	-7.40512	5.2718	0.003854208	0.0009913873	0.614644	0.186865	532.472	1751.42	0.798301	0.201699
3321	-2.2687	-7.66383	5.39512	0.003854208	0.0009913873	0.996767	0.749383	328.342	436.733	0.508717	0.491283
3322	-2.12142	-7.81748	5.69605	0.003854208	0.0009913873	1.37554	0.325644	237.929	1005.03	0.369026	0.630974
3323	-2.40913	-7.71865	5.30952	0.003854208	0.0009913873	2.76601	0.36329	118.322	900.88	0.456396	0.543604
3324	-3.17875	-7.58561	4.40686	0.003854208	0.0009913873	6.14328	0.25184	53.2745	1299.56	0.588511	0.411489
3325	-3.11693	-7.42244	4.30551	0.003854208	0.0009913873	3.54604	1.37939	92.2947	237.265	0.776486	0.223514
3326	-3.19723	-7.92042	4.72319	0.003854208	0.0009913873	3.40158	0.866785	96.2142	377.58	0.286748	0.713252
3327	-3.42886	-7.38844	3.95958	0.003854208	0.0009913873	3.95487	1.76325	82.7538	185.612	0.819661	0.180339
3328	-5.35447	-7.38844	2.03397	0.003854208	0.0009913873	9.42257	3.30273	34.7337	99.094	0.819661	0.180339
3329	-5.02716	-7.49661	2.46946	0.003854208	0.0009913873	6.03964	4.08683	54.1887	80.0817	0.687227	0.312773
3330	-9.35418	-8.02061	-1.33358	0.003854208	0.0009913873	9.24269	20.0906	35.4096	16.2902	0.214413	0.785587
3331	-6.80397	-7.43812	0.63415	0.003854208	0.0009913873	5.57778	12.7138	58.6757	25.7421	0.757056	0.242944
3332	-4.41694	-7.92035	3.50341	0.003854208	0.0009913873	4.9966	2.11145	65.5007	155.003	0.286806	0.713194
3333	-3.64658	-7.27607	3.62949	0.003854208	0.0009913873	5.07683	1.83278	64.4656	178.571	0.97328	0.0267203
3334	-2.03994	-7.27607	5.23613	0.003854208	0.0009913873	2.9189	0.242811	112.124	1347.88	0.97328	0.0267203
3335	-3.68362	-8.3944	4.71078	0.003854208	0.0009913873	4.83632	0.242811	67.6713	1347.88	0.000316513	0.999683
3336	-2.08408	-7.29227	5.20818	0.003854208	0.0009913873	3.1145	0.360318	105.083	908.309	0.950063	0.0499371
3337	-2.23214	-7.28125	5.04911	0.003854208	0.0009913873	1.96924	0.98428	166.196	332.508	0.965813	0.0341869
3338	-2.18329	-7.28125	5.09796	0.003854208	0.0009913873	2.59214	0.703852	126.259	464.985	0.965813	0.0341869
3339	-2.54896	-7.28125	4.7323	0.003854208	0.0009913873	3.6852	0.157268	88.8094	2081.03	0.965813	0.0341869
3340	-2.85687	-7.27395	4.41709	0.003854208	0.0009913873	4.84357	0.156094	67.5701	2096.69	0.976349	0.0236511
3341	-3.93664	-8.32419	4.38754	0.003854208	0.0009913873	4.15898	0.132168	78.6924	2476.25	0.0346743	0.965326
3342	-2.63597	-7.32649	4.69052	0.003854208	0.0009913873	3.0766	0.132168	106.377	2476.25	0.902211	0.0977894
3343	-4.37343	-8.10374	3.73031	0.003854208	0.0009913873	0.323651	0.132168	1011.21	2476.25	0.159654	0.840346
3344	-2.94989	-7.72736	4.77747	0.003854208	0.0009913873	3.33129	0.149624	98.2444	2187.36	0.448344	0.551656
3345	-3.34217	-7.80646	4.46429	0.003854208	0.0009913873	3.6649	0.127103	89.3013	2574.92	0.378342	0.621658
3346	-2.19384	-7.56134	5.3675	0.003854208	0.0009913873	1.47654	0.159059	221.654	2057.6	0.614566	0.385434
3347	-2.00837	-7.58249	5.57413	0.003854208	0.0009913873	0.889672	0.207255	367.867	1579.12	0.591822	0.408178
3348	-1.75765	-7.31645	5.5588	0.003854208	0.0009913873	1.54159	0.207255	212.301	1579.12	0.916083	0.0839175
3349	-1.72168	-7.42123	5.69955	0.003854208	0.0009913873	1.17629	0.262784	278.231	1245.44	0.777998	0.222002
3350	-2.56598	-7.97477	5.40879	0.003854208	0.0009913873	0.706547	0.564105	463.211	580.177	0.246613	0.753387
3351	-1.93059	-7.40775	5.47716	0.003854208	0.0009913873	0.941852	0.641215	347.486	510.406	0.794965	0.205035
3352	-1.92277	-7.51797	5.59519	0.003854208	0.0009913873	0.797851	0.241863	410.202	1353.17	0.662734	0.337266
3353	-2.24714	-7.34832	5.10118	0.003854208	0.0009913873	3.35658	0.428978	97.5043	762.93	0.872543	0.127457
3354	-2.73195	-7.4599	4.72795	0.003854208	0.0009913873	4.47149	0.519406	73.1927	630.105	0.730579	0.269421
3355	-4.78125	-8.27261	3.49136	0.003854208	0.0009913873	7.79944	1.08534	41.962	301.547	0.0614963	0.938504
3356	-5.47188	-8.27261	2.80073	0.003854208	0.0009913873	7.61935	2.32879	42.9538	140.536	0.0614963	0.938504
3357	-4.55589	-7.83512	3.27923	0.003854208	0.0009913873	6.28171	1.95265	52.1005	167.608	0.354318	0.645682
3358	-6.87462	-7.96623	1.09161	0.003854208	0.0009913873	9.49857	6.41636	34.4558	51.0072	0.252773	0.747227
3359	-4.20596	-7.31482	3.10886	0.003854208	0.0009913873	1.40296	6.17134	233.279	53.0323	0.918349	0.0816513
3360	-3.86064	-8.38172	4.52108	0.003854208	0.0009913873	1.45516	2.02423	224.91	161.682	0.00634374	0.993656
3361	-2.95585	-7.32492	4.36906	0.003854208	0.0009913873	0.456465	1.21398	716.989	269.593	0.904383	0.0956174
3362	-3.74581	-7.37259	3.62678	0.003854208	0.0009913873	0.680226	3.83594	481.135	85.3195	0.840299	0.159701
3363	-4.96193	-7.56327	2.60135	0.003854208	0.0009913873	5.83062	3.83594	56.1314	85.3195	0.612469	0.387531
3364	-6.53501	-7.31077	0.775759	0.003854208	0.0009913873	12.875	5.30365	25.4198	61.7085	0.923989	0.0760114
3365	-7.36477	-7.58319	0.218417	0.003854208	0.0009913873	17.1327	4.84755	19.1027	67.5146	0.591086	0.408914
3366	-8.03574	-7.82576	-0.209973	0.003854208	0.0009913873	1.73773	25.0168	188.338	13.0825	0.362087	0.637913
3367	-5.84665	-7.66433	1.81768	0.003854208	0.0009913873	0.67666	11.4836	483.67	28.4998	0.508221	0.491779
3368	-3.76279	-7.9887	4.22591	0.003854208	0.0009913873	0.67666	2.31127	483.67	141.602	0.236666	0.763334
3369	-3.0711	-8.07905	5.00795	0.003854208	0.0009913873	0.638507	0.940548	512.571	347.968	0.175446	0.824554
3370	-4.92996	-7.80961	2.87965	0.003854208	0.0009913873	1.89316	6.6276	172.875	49.3815	0.375673	0.624327
3371	-4.4047	-7.30888	2.90418	0.003854208	0.0009913873	2.8516	5.43806	114.771	60.1833	0.926636	0.0733641
3372	-4.73703	-7.93972	3.20268	0.003854208	0.0009913873	3.82089	3.57176	85.6557	91.6299	0.27225	0.72775
3373	-5.4747	-7.63861	2.16391	0.003854208	0.0009913873	0.705671	9.83818	463.786	33.2664	0.533769	0.466231
3374	-5.11194	-7.72557	2.61363	0.003854208	0.0009913873	0.820702	8.09751	398.781	40.4174	0.449993	0.550007
3375	-6.57024	-7.40674	0.836506	0.003854208	0.0009913873	2.08019	17.2594	157.332	18.9625	0.796236	0.203764
3376	-3.44066	-7.81985	4.37919	0.003854208	0.0009913873	1.34513	2.35221	243.308	139.137	0.367033	0.632967
3377	-2.0319	-7.51696	5.48505	0.003854208	0.0009913873	1.11138	0.657226	294.48	497.973	0.663879	0.336121
3378	-1.67427	-7.39038	5.71611	0.003854208	0.0009913873	1.20033	0.324275	272.66	1009.27	0.817155	0.182845
3379	-2.82711	-8.32167	5.49456	0.003854208	0.0009913873	0.731486	0.488947	447.419	669.357	0.0359519	0.964048
3380	-3.2368	-7.74486	4.50806	0.003854208	0.0009913873	0.731486	1.86454	447.419	175.529	0.432374	0.567626
3381	-2.30922	-7.75791	5.44869	0.003854208	0.0009913873	2.18771	0.423917	149.599	772.04	0.420653	0.579347
3382	-3.21205	-7.68194	4.46989	0.003854208	0.0009913873	5.89463	0.257478	55.5218	1271.1	0.491117	0.508883
3383	-1.84663	-7.48206	5.63544	0.003854208	0.0009913873	1.64822	0.286332	198.566	1143.01	0.704218	0.295782
3384	-2.08874	-7.56518	5.47644	0.003854208	0.0009913873	2.2238	0.286332	147.171	1143.01	0.610407	0.389593
3385	-1.91308	-7.31839	5.40531	0.003854208	0.0009913873	2.29562	0.440966	142.567	742.19	0.913389	0.0866107
3386	-2.39674	-7.32138	4.92464	0.003854208	0.0009913873	2.00685	1.13503	163.082	288.345	0.909257	0.0907434
3387	-5.33732	-7.44034	2.10302	0.003854208	0.0009913873	13.249	1.66195	24.7023	196.926	0.754333	0.245667
3388	-3.01726	-7.48889	4.47163	0.003854208	0.0009913873	5.55827	0.501253	58.8817	652.925	0.696214	0.303786
3389	-3.37442	-8.00002	4.6256	0.003854208	0.0009913873	3.90411	0.815332	83.8297	401.408	0.228689	0.771311
3390	-2.20008	-7.34284	5.14276	0.003854208	0.0009913873	3.28979	0.3921	99.4837	834.686	0.879927	0.120073
3391	-2.58899	-8.05364	5.46465	0.003854208	0.0009913873	2.12074	0.429382	154.323	762.213	0.192104	0.807896
3392	-2.34376	-7.37439	5.03064	0.003854208	0.0009913873	0.79003	1.10754	414.263	295.502	0.837938	0.162062
3393	-3.57885	-7.37439	3.79555	0.003854208	0.0009913873	1.67807	3.63614	195.034	90.0077	0.837938	0.162062
3394	-3.48652	-7.28502	3.79851	0.003854208	0.0009913873	6.67972	0.996915	48.9961	328.293	0.960402	0.0395981
3395	-3.67554	-7.35037	3.67483	0.003854208	0.0009913873	5.20609	1.69552	62.8649	193.027	0.869793	0.130207
3396	-3.35999	-8.38125	5.02126	0.003854208	0.0009913873	1.71009	1.1132	191.382	294.001	0.0065681	0.993432
3397	-3.37371	-8.38211	5.0084	0.003854208	0.0009913873	1.71009	1.13073	191.382	289.442	0.00615838	0.993842
3398	-2.70538	-7.27135	4.56597	0.003854208	0.0009913873	1.04011	1.99811	314.659	163.795	0.980125	0.0198754
3399	-2.31866	-7.27135	4.95269	0.003854208	0.0009913873	1.13953	1.34519	287.206	243.297	0.980125	0.0198754
3400	-3.16809	-7.56805	4.39996	0.003854208	0.0009913873	0.69781	2.00674	469.011	163.091	0.607298	0.392702
3401	-2.48536	-7.74278	5.25742	0.003854208	0.0009913873	0.85677	0.863903	381.993	378.839	0.434263	0.565737
3402	-3.49684	-7.77714	4.28031	0.003854208	0.0009913873	0.85677	2.49267	381.993	131.297	0.403645	0.596355
3403	-4.97209	-8.05467	3.08259	0.003854208	0.0009913873	2.37504	5.30479	137.8	61.6953	0.191422	0.808578
3404	-3.04809	-7.49756	4.44946	0.003854208	0.0009913873	1.20715	2.23534	271.117	146.412	0.686133	0.313867
3405	-5.88113	-7.28298	1.40185	0.003854208	0.0009913873	0.728019	14.1437	449.549	23.1396	0.963333	0.036667
3406	-2.78331	-7.32889	4.54558	0.003854208	0.0009913873	0.580488	1.45533	563.803	224.885	0.898919	0.101081
3407	-3.47272	-8.20327	4.73055	0.003854208	0.0009913873	0.870031	1.62604	376.171	201.274	0.0998028	0.900197
3408	-3.46567	-7.27062	3.80495	0.003854208	0.0009913873	4.18612	1.93219	78.1822	169.383	0.98118	0.0188198
3409	-4.94583	-7.93131	2.98548	0.003854208	0.0009913873	2.88354	5.11163	113.5	64.0266	0.278533	0.721467
3410	-3.833	-7.70433	3.87133	0.003854208	0.0009913873	2.88354	2.55447	113.5	128.121	0.469786	0.530214
3411	-4.1926	-7.84998	3.65738	0.003854208	0.0009913873	3.86989	2.40491	84.571	136.088	0.342132	0.657868
3412	-4.56826	-7.61963	3.05137	0.003854208	0.0009913873	4.90321	3.20809	66.7483	102.017	0.553035	0.446965
3413	-8.14985	-7.72886	-0.420992	0.003854208	0.0009913873	5.23999	19.7622	62.4582	16.5609	0.446965	0.553035
3414	-4.03231	-7.47894	3.44663	0.003854208	0.0009913873	1.5944	4.78825	205.269	68.3507	0.707895	0.292105
3415	-4.40197	-7.69212	3.29015	0.003854208	0.0009913873	0.57444	4.37426	569.738	74.8196	0.481357	0.518643
3416	-3.16296	-7.42203	4.25908	0.003854208	0.0009913873	0.57444	1.92958	569.738	169.612	0.776991	0.223009
3417	-3.30631	-7.49117	4.18486	0.003854208	0.0009913873	0.57444	2.07264	569.738	157.905	0.693554	0.306446
3418	-2.71964	-7.38552	4.66588	0.003854208	0.0009913873	2.38351	1.34848	137.31	242.704	0.823442	0.176558
3419	-3.92068	-7.38552	3.46484	0.003854208	0.0009913873	4.59874	2.4022	71.1675	136.242	0.823442	0.176558
3420	-4.14324	-7.48506	3.34183	0.003854208	0.0009913873	2.95916	3.88025	110.599	84.3452	0.700693	0.299307
3421	-3.25467	-7.3134	4.05873	0.003854208	0.0009913873	0.901982	3.06451	362.846	106.797	0.920319	0.0796805
3422	-5.08188	-7.65962	2.57774	0.003854208	0.0009913873	5.43806	4.19126	60.1833	78.0865	0.512854	0.487146
3423	-3.2027	-7.58511	4.38241	0.003854208	0.0009913873	2.37681	1.82143	137.697	179.683	0.589041	0.410959
3424	-4.22027	-7.36415	3.14388	0.003854208	0.0009913873	4.10753	3.51799	79.6782	93.0307	0.851422	0.148578
3425	-2.80581	-7.36415	4.55834	0.003854208	0.0009913873	3.21098	1.15097	101.925	284.351	0.851422	0.148578
3426	-2.86416	-7.40895	4.5448	0.003854208	0.0009913873	1.87719	1.78951	174.346	182.888	0.793435	0.206565
3427	-4.86162	-7.27228	2.41066	0.003854208	0.0009913873	6.69657	3.81705	48.8728	85.7417	0.978771	0.0212292
3428	-6.61575	-7.28086	0.665111	0.003854208	0.0009913873	8.29863	9.39099	39.4379	34.8505	0.966381	0.0336195
3429	-4.93122	-7.31678	2.38556	0.003854208	0.0009913873	12.389	1.43909	26.4171	227.421	0.915623	0.084377
3430	-6.42593	-8.23062	1.80469	0.003854208	0.0009913873	9.31401	4.01827	35.1385	81.4481	0.084377	0.915623
3431	-4.77662	-7.56318	2.78655	0.003854208	0.0009913873	5.58079	3.47502	58.6441	94.1808	0.612571	0.387429
3432	-3.60963	-7.49631	3.88668	0.003854208	0.0009913873	3.41598	2.18877	95.8088	149.527	0.687582	0.312418
3433	-4.51504	-7.61199	3.09695	0.003854208	0.0009913873	8.0469	1.59998	40.6716	204.553	0.560901	0.439099
3434	-5.91432	-7.82329	1.90897	0.003854208	0.0009913873	4.3454	7.79027	75.3165	42.0114	0.364153	0.635847
3435	-2.89505	-7.27099	4.37593	0.003854208	0.0009913873	2.01957	2.03045	162.055	161.186	0.980649	0.0193507
3436	-2.24817	-7.53386	5.28569	0.003854208	0.0009913873	2.01957	0.682137	162.055	479.787	0.644844	0.355156
3437	-3.2719	-7.67197	4.40007	0.003854208	0.0009913873	1.83987	2.08151	177.883	157.232	0.500768	0.499232
3438	-2.84358	-7.56179	4.71821	0.003854208	0.0009913873	1.39703	1.68234	234.268	194.539	0.614077	0.385923
3439	-3.97249	-8.21303	4.24054	0.003854208	0.0009913873	1.39703	2.64295	234.268	123.831	0.0942531	0.905747
3440	-2.29276	-7.75046	5.4577	0.003854208	0.0009913873	1.97634	0.494816	165.599	661.419	0.427329	0.572671
3441	-2.05432	-7.48113	5.42681	0.003854208	0.0009913873	1.56246	0.6574	209.465	497.841	0.705318	0.294682
3442	-2.27678	-7.64229	5.3655	0.003854208	0.0009913873	2.56913	0.369594	127.39	885.514	0.530074	0.469926
3443	-2.28103	-7.41316	5.13213	0.003854208	0.0009913873	0.712585	0.895798	459.286	365.351	0.788119	0.211881
3444	-3.06188	-7.55435	4.49246	0.003854208	0.0009913873	5.86096	0.356532	55.8408	917.955	0.622193	0.377807
3445	-2.46546	-7.65903	5.19356	0.003854208	0.0009913873	2.85525	0.500821	114.624	653.488	0.513438	0.486562
3446	-1.81709	-7.31821	5.50112	0.003854208	0.0009913873	1.80129	0.500821	181.692	653.488	0.913646	0.0863535
3447	-1.78096	-7.35077	5.56981	0.003854208	0.0009913873	1.63816	0.46594	199.786	702.409	0.869256	0.130744
3448	-2.46653	-8.11094	5.6444	0.003854208	0.0009913873	1.08231	0.46594	302.391	702.409	0.155123	0.844877
3449	-4.66098	-7.50471	2.84373	0.003854208	0.0009913873	0.397335	3.92134	823.69	83.4614	0.677876	0.322124
3450	-4.32457	-7.83998	3.51541	0.003854208	0.0009913873	0.397335	2.2282	823.69	146.881	0.350315	0.649685
3451	-5.24737	-7.52953	2.28217	0.003854208	0.0009913873	1.40051	9.90721	233.686	33.0346	0.649685	0.350315
3452	-5.20473	-7.86914	2.66441	0.003854208	0.0009913873	0.637067	7.11456	513.73	46.0015	0.326675	0.673325
3453	-3.37088	-7.30453	3.93365	0.003854208	0.0009913873	0.796069	3.25861	411.121	100.436	0.932725	0.0672754
3454	-2.1698	-7.2644	5.0946	0.003854208	0.0009913873	1.39415	1.1069	234.753	295.673	0.990248	0.00975173
3455	-4.40731	-7.2644	2.85709	0.003854208	0.0009913873	1.39415	7.21611	234.753	45.3542	0.990248	0.00975173
3456	-4.99652	-7.2644	2.26788	0.003854208	0.0009913873	4.15445	6.47409	78.7782	50.5524	0.990248	0.00975173
3457	-3.0729	-7.49127	4.41837	0.003854208	0.0009913873	3.02326	1.43723	108.254	227.716	0.693439	0.306561
3458	-2.96847	-7.92941	4.96094	0.003854208	0.0009913873	4.02177	0.332651	81.3772	983.856	0.279963	0.720037
3459	-3.41377	-7.36955	3.95578	0.003854208	0.0009913873	7.43871	0.181213	43.9969	1806.06	0.84429	0.15571
3460	-5.09678	-8.23453	3.13774	0.003854208	0.0009913873	11.9519	0.561795	27.3832	582.562	0.082207	0.917793
3461	-3.645	-8.23453	4.58952	0.003854208	0.0009913873	5.4127	0.379202	60.4653	863.077	0.082207	0.917793
3462	-4.37478	-7.98529	3.61051	0.003854208	0.0009913873	5.31169	1.76307	61.6152	185.631	0.239086	0.760914
3463	-3.47195	-7.5799	4.10795	0.003854208	0.0009913873	2.5454	2.25831	128.577	144.923	0.59458	0.40542
3464	-6.38504	-7.76593	1.3809	0.003854208	0.0009913873	5.12829	9.33485	63.8187	35.0601	0.413517	0.586483
